Ranking (Top 100) for the queries in Cleaned_Queries.txt in the format:
query_id Q0 doc_id rank BM25_NoRelevance_score system_name
1 Q0 CACM-2439 43 18.97257140058204 BM25_model_NoRelevance
1 Q0 CACM-2380 44 18.854959844813685 BM25_model_NoRelevance
1 Q0 CACM-2522 45 18.840550609832846 BM25_model_NoRelevance
1 Q0 CACM-3174 46 18.801923574309917 BM25_model_NoRelevance
1 Q0 CACM-2317 47 18.728188206233533 BM25_model_NoRelevance
1 Q0 CACM-3068 48 18.714706179431452 BM25_model_NoRelevance
1 Q0 CACM-2080 49 18.535763184631083 BM25_model_NoRelevance
1 Q0 CACM-2372 50 18.525422491085454 BM25_model_NoRelevance
1 Q0 CACM-2920 51 18.39684322213369 BM25_model_NoRelevance
1 Q0 CACM-1544 52 18.384438695224645 BM25_model_NoRelevance
1 Q0 CACM-1506 53 18.2774852543281 BM25_model_NoRelevance
1 Q0 CACM-2501 54 18.256964432274028 BM25_model_NoRelevance
1 Q0 CACM-2358 55 18.2170421238816 BM25_model_NoRelevance
1 Q0 CACM-1393 56 18.1852747557933 BM25_model_NoRelevance
1 Q0 CACM-0637 57 18.178112168697236 BM25_model_NoRelevance
1 Q0 CACM-1226 58 18.176996594108743 BM25_model_NoRelevance
1 Q0 CACM-3048 59 18.042955997264087 BM25_model_NoRelevance
1 Q0 CACM-1264 60 17.80464978644265 BM25_model_NoRelevance
1 Q0 CACM-1464 61 17.734617824469467 BM25_model_NoRelevance
1 Q0 CACM-2948 62 17.713276814690204 BM25_model_NoRelevance
1 Q0 CACM-0585 63 17.590792395120964 BM25_model_NoRelevance
1 Q0 CACM-2624 64 17.547246184495084 BM25_model_NoRelevance
1 Q0 CACM-1341 65 17.408962883732507 BM25_model_NoRelevance
1 Q0 CACM-2951 66 17.395198876296984 BM25_model_NoRelevance
1 Q0 CACM-1236 67 17.378791691056744 BM25_model_NoRelevance
1 Q0 CACM-2500 68 17.17895834519002 BM25_model_NoRelevance
1 Q0 CACM-0971 69 17.124063819985 BM25_model_NoRelevance
1 Q0 CACM-1168 70 17.0943386007357 BM25_model_NoRelevance
1 Q0 CACM-1542 71 16.96312011541044 BM25_model_NoRelevance
1 Q0 CACM-1440 72 16.96099116238307 BM25_model_NoRelevance
1 Q0 CACM-1391 73 16.947584504451136 BM25_model_NoRelevance
1 Q0 CACM-3011 74 16.87210663374345 BM25_model_NoRelevance
1 Q0 CACM-1960 75 16.861063529135684 BM25_model_NoRelevance
1 Q0 CACM-1885 76 16.752217060806004 BM25_model_NoRelevance
1 Q0 CACM-1892 77 16.72509586424985 BM25_model_NoRelevance
1 Q0 CACM-1225 78 16.722130948612964 BM25_model_NoRelevance
1 Q0 CACM-1728 79 16.612669511614847 BM25_model_NoRelevance
1 Q0 CACM-2764 80 16.561413482002923 BM25_model_NoRelevance
1 Q0 CACM-2626 81 16.54700664210234 BM25_model_NoRelevance
1 Q0 CACM-3023 82 16.54272102422177 BM25_model_NoRelevance
1 Q0 CACM-1247 83 16.508544398686897 BM25_model_NoRelevance
1 Q0 CACM-2597 84 16.48816314147825 BM25_model_NoRelevance
1 Q0 CACM-1173 85 16.441239562994067 BM25_model_NoRelevance
1 Q0 CACM-2398 86 16.311322661733826 BM25_model_NoRelevance
1 Q0 CACM-2840 87 16.203380090668713 BM25_model_NoRelevance
1 Q0 CACM-1179 88 16.19678822054853 BM25_model_NoRelevance
1 Q0 CACM-1805 89 16.117487005938248 BM25_model_NoRelevance
1 Q0 CACM-2188 90 16.081145553300768 BM25_model_NoRelevance
1 Q0 CACM-3153 91 16.07497972994182 BM25_model_NoRelevance
1 Q0 CACM-0414 92 16.070494411099848 BM25_model_NoRelevance
1 Q0 CACM-2542 93 15.919609481569506 BM25_model_NoRelevance
1 Q0 CACM-1195 94 15.907717721483046 BM25_model_NoRelevance
1 Q0 CACM-2003 95 15.81722164485355 BM25_model_NoRelevance
1 Q0 CACM-1315 96 15.800460133963814 BM25_model_NoRelevance
1 Q0 CACM-2681 97 15.773094250316797 BM25_model_NoRelevance
1 Q0 CACM-1571 98 15.762024275685675 BM25_model_NoRelevance
1 Q0 CACM-1959 99 15.711435973995508 BM25_model_NoRelevance

For query : i am interested in articles written either by prieve or udo pooch prieve b pooch u

2 Q0 CACM-3078 1 34.73929490112695 BM25_model_NoRelevance
2 Q0 CACM-2434 2 33.07992405142724 BM25_model_NoRelevance
2 Q0 CACM-2863 3 28.518098385012948 BM25_model_NoRelevance
2 Q0 CACM-0497 4 21.28244526789746 BM25_model_NoRelevance
2 Q0 CACM-2786 5 20.202044999471624 BM25_model_NoRelevance
2 Q0 CACM-3129 6 18.7342720108146 BM25_model_NoRelevance
2 Q0 CACM-1012 7 16.8424046153662 BM25_model_NoRelevance
2 Q0 CACM-2971 8 15.948206052937199 BM25_model_NoRelevance
2 Q0 CACM-1062 9 15.633464781309904 BM25_model_NoRelevance
2 Q0 CACM-3117 10 15.252376908762223 BM25_model_NoRelevance
2 Q0 CACM-1977 11 14.976582405006589 BM25_model_NoRelevance
2 Q0 CACM-0616 12 14.828582315584903 BM25_model_NoRelevance
2 Q0 CACM-3144 13 14.58484874779983 BM25_model_NoRelevance
2 Q0 CACM-1674 14 14.469638848658512 BM25_model_NoRelevance
2 Q0 CACM-3033 15 14.413851445942882 BM25_model_NoRelevance
2 Q0 CACM-2177 16 14.3006008643714 BM25_model_NoRelevance
2 Q0 CACM-3086 17 14.299826695901215 BM25_model_NoRelevance
2 Q0 CACM-3202 18 14.080503810877515 BM25_model_NoRelevance
2 Q0 CACM-2534 19 13.945749016995846 BM25_model_NoRelevance
2 Q0 CACM-1519 20 13.873010139073951 BM25_model_NoRelevance
2 Q0 CACM-2342 21 13.832434315734329 BM25_model_NoRelevance
2 Q0 CACM-1264 22 13.657194364062828 BM25_model_NoRelevance
2 Q0 CACM-2572 23 13.59955041378041 BM25_model_NoRelevance
2 Q0 CACM-2195 24 13.441784025692456 BM25_model_NoRelevance
2 Q0 CACM-1931 25 13.39303638164835 BM25_model_NoRelevance
2 Q0 CACM-1010 26 13.237824135777583 BM25_model_NoRelevance
2 Q0 CACM-2939 27 13.163576240443504 BM25_model_NoRelevance
2 Q0 CACM-1652 28 12.842883587834336 BM25_model_NoRelevance
2 Q0 CACM-1924 29 12.291401456966666 BM25_model_NoRelevance
2 Q0 CACM-2402 30 12.171023385581362 BM25_model_NoRelevance
2 Q0 CACM-2354 31 12.102263248695678 BM25_model_NoRelevance
2 Q0 CACM-1272 32 12.048481799847956 BM25_model_NoRelevance
2 Q0 CACM-1764 33 12.012794163700951 BM25_model_NoRelevance
2 Q0 CACM-2002 34 12.004155970537608 BM25_model_NoRelevance
2 Q0 CACM-2233 35 11.881510651200479 BM25_model_NoRelevance
2 Q0 CACM-0727 36 11.779964382508101 BM25_model_NoRelevance
2 Q0 CACM-1886 37 11.68968183858321 BM25_model_NoRelevance
2 Q0 CACM-1638 38 11.673807047424443 BM25_model_NoRelevance
2 Q0 CACM-1634 39 11.634617112033482 BM25_model_NoRelevance
2 Q0 CACM-1364 40 11.56409867876688 BM25_model_NoRelevance
2 Q0 CACM-1861 41 11.500684994819558 BM25_model_NoRelevance
2 Q0 CACM-2047 42 11.354887048290664 BM25_model_NoRelevance
2 Q0 CACM-1930 43 11.333480245452826 BM25_model_NoRelevance
2 Q0 CACM-2968 44 11.199170259633213 BM25_model_NoRelevance
2 Q0 CACM-0637 45 11.186941762785871 BM25_model_NoRelevance
2 Q0 CACM-2125 46 11.173103694954179 BM25_model_NoRelevance
2 Q0 CACM-2906 47 11.16256093445407 BM25_model_NoRelevance
2 Q0 CACM-1725 48 11.143458820650588 BM25_model_NoRelevance
2 Q0 CACM-2905 49 11.11513802488118 BM25_model_NoRelevance
2 Q0 CACM-2486 50 11.095288933305612 BM25_model_NoRelevance
2 Q0 CACM-2771 51 11.013415124486917 BM25_model_NoRelevance
2 Q0 CACM-3125 52 11.011849032126861 BM25_model_NoRelevance
2 Q0 CACM-1665 53 11.002259399109322 BM25_model_NoRelevance
2 Q0 CACM-2423 54 10.983588299696025 BM25_model_NoRelevance
2 Q0 CACM-2250 55 10.980304947758809 BM25_model_NoRelevance
2 Q0 CACM-2714 56 10.977306381227711 BM25_model_NoRelevance
2 Q0 CACM-3153 57 10.942907298169683 BM25_model_NoRelevance
2 Q0 CACM-3072 58 10.916862754881508 BM25_model_NoRelevance
2 Q0 CACM-2039 59 10.873067717523263 BM25_model_NoRelevance
2 Q0 CACM-2380 60 10.850383450676635 BM25_model_NoRelevance
2 Q0 CACM-3057 61 10.848502062908592 BM25_model_NoRelevance
2 Q0 CACM-2924 62 10.825741631528292 BM25_model_NoRelevance
2 Q0 CACM-1046 63 10.806326519414291 BM25_model_NoRelevance
2 Q0 CACM-0854 64 10.771637606075124 BM25_model_NoRelevance
2 Q0 CACM-3180 65 10.74147159086109 BM25_model_NoRelevance
2 Q0 CACM-2304 66 10.644192781231201 BM25_model_NoRelevance
2 Q0 CACM-2993 67 10.62242314394418 BM25_model_NoRelevance
2 Q0 CACM-2900 68 10.599592309597133 BM25_model_NoRelevance
2 Q0 CACM-2981 69 10.561615338142952 BM25_model_NoRelevance
2 Q0 CACM-0335 70 10.547602172922524 BM25_model_NoRelevance
2 Q0 CACM-1166 71 10.544328466452807 BM25_model_NoRelevance
2 Q0 CACM-2276 72 10.524211113473578 BM25_model_NoRelevance
2 Q0 CACM-2684 73 10.475535305731642 BM25_model_NoRelevance
2 Q0 CACM-2060 74 10.421988471682237 BM25_model_NoRelevance
2 Q0 CACM-1470 75 10.397085030363353 BM25_model_NoRelevance
2 Q0 CACM-2646 76 10.394097612271299 BM25_model_NoRelevance
2 Q0 CACM-1258 77 10.336049281124012 BM25_model_NoRelevance
2 Q0 CACM-1741 78 10.32694823817651 BM25_model_NoRelevance
2 Q0 CACM-2692 79 10.25622781896255 BM25_model_NoRelevance
2 Q0 CACM-1593 80 10.222822323858335 BM25_model_NoRelevance
2 Q0 CACM-1915 81 10.175834385087507 BM25_model_NoRelevance
2 Q0 CACM-2470 82 10.153124903686823 BM25_model_NoRelevance
2 Q0 CACM-1334 83 10.12691387280202 BM25_model_NoRelevance
2 Q0 CACM-2820 84 10.097838140121414 BM25_model_NoRelevance
2 Q0 CACM-1728 85 10.052406607879533 BM25_model_NoRelevance
2 Q0 CACM-2986 86 10.040458644904499 BM25_model_NoRelevance
2 Q0 CACM-0058 87 10.033124638643574 BM25_model_NoRelevance
2 Q0 CACM-1588 88 10.007713301396587 BM25_model_NoRelevance
2 Q0 CACM-1454 89 10.00613753245343 BM25_model_NoRelevance
2 Q0 CACM-1821 90 9.982849266975235 BM25_model_NoRelevance
2 Q0 CACM-1542 91 9.941469668388995 BM25_model_NoRelevance
2 Q0 CACM-3199 92 9.901185486599498 BM25_model_NoRelevance
2 Q0 CACM-1307 93 9.86542560667306 BM25_model_NoRelevance
2 Q0 CACM-2819 94 9.849293647520433 BM25_model_NoRelevance
2 Q0 CACM-1805 95 9.833012034081742 BM25_model_NoRelevance
2 Q0 CACM-0282 96 9.808003451844463 BM25_model_NoRelevance
2 Q0 CACM-2215 97 9.779618641202758 BM25_model_NoRelevance
2 Q0 CACM-3056 98 9.72754421439719 BM25_model_NoRelevance
2 Q0 CACM-1727 99 9.717371448927938 BM25_model_NoRelevance

For query : intermediate languages used in construction of multi targeted compilers tcoll

3 Q0 CACM-1988 1 9.825640855183114 BM25_model_NoRelevance
3 Q0 CACM-2061 2 8.91757329394619 BM25_model_NoRelevance
3 Q0 CACM-2112 3 8.85632757086374 BM25_model_NoRelevance
3 Q0 CACM-0265 4 8.691618997982879 BM25_model_NoRelevance
3 Q0 CACM-1304 5 7.909312509035128 BM25_model_NoRelevance
3 Q0 CACM-2411 6 7.285042919850188 BM25_model_NoRelevance
3 Q0 CACM-2579 7 7.259054648757613 BM25_model_NoRelevance
3 Q0 CACM-1746 8 7.1114807399472 BM25_model_NoRelevance
3 Q0 CACM-3189 9 7.0822620284541475 BM25_model_NoRelevance
3 Q0 CACM-1496 10 6.881203117799059 BM25_model_NoRelevance
3 Q0 CACM-0205 11 6.863515930354012 BM25_model_NoRelevance
3 Q0 CACM-0062 12 6.834439415800248 BM25_model_NoRelevance
3 Q0 CACM-2666 13 6.718454873679678 BM25_model_NoRelevance
3 Q0 CACM-0799 14 6.716690840497433 BM25_model_NoRelevance
3 Q0 CACM-3144 15 6.704964744878357 BM25_model_NoRelevance
3 Q0 CACM-0252 16 6.691626849038821 BM25_model_NoRelevance
3 Q0 CACM-1521 17 6.67782010091189 BM25_model_NoRelevance
3 Q0 CACM-2921 18 6.6053514133882425 BM25_model_NoRelevance
3 Q0 CACM-1723 19 6.585858506972289 BM25_model_NoRelevance
3 Q0 CACM-1154 20 6.502835934365445 BM25_model_NoRelevance
3 Q0 CACM-2939 21 6.095689699591452 BM25_model_NoRelevance
3 Q0 CACM-1565 22 6.06365854573254 BM25_model_NoRelevance
3 Q0 CACM-3115 23 5.972475752166769 BM25_model_NoRelevance
3 Q0 CACM-0637 24 5.97005629955841 BM25_model_NoRelevance
3 Q0 CACM-0929 25 5.89308827944369 BM25_model_NoRelevance
3 Q0 CACM-3102 26 5.7796024755572954 BM25_model_NoRelevance
3 Q0 CACM-1787 27 5.771089358606298 BM25_model_NoRelevance
3 Q0 CACM-3093 28 5.737037403102482 BM25_model_NoRelevance
3 Q0 CACM-2688 29 5.702194462100998 BM25_model_NoRelevance
3 Q0 CACM-3099 30 5.690208390693944 BM25_model_NoRelevance
3 Q0 CACM-1852 31 5.644678664543148 BM25_model_NoRelevance
3 Q0 CACM-2551 32 5.632607726515842 BM25_model_NoRelevance
3 Q0 CACM-1386 33 5.631572847570365 BM25_model_NoRelevance
3 Q0 CACM-2886 34 5.622093829236142 BM25_model_NoRelevance
3 Q0 CACM-2558 35 5.613898333254344 BM25_model_NoRelevance
3 Q0 CACM-0100 36 5.573089534283621 BM25_model_NoRelevance
3 Q0 CACM-2658 37 5.4838637535764105 BM25_model_NoRelevance
3 Q0 CACM-0661 38 5.4478447075225915 BM25_model_NoRelevance
3 Q0 CACM-1788 39 5.323831544107806 BM25_model_NoRelevance
3 Q0 CACM-1976 40 5.280240447016498 BM25_model_NoRelevance
3 Q0 CACM-2732 41 5.242805570614038 BM25_model_NoRelevance
3 Q0 CACM-1387 42 5.230752824203046 BM25_model_NoRelevance
3 Q0 CACM-1835 43 5.187944642400581 BM25_model_NoRelevance
3 Q0 CACM-1223 44 5.027435068858743 BM25_model_NoRelevance
3 Q0 CACM-2684 45 5.0176249818275345 BM25_model_NoRelevance
3 Q0 CACM-1134 46 5.012116268296897 BM25_model_NoRelevance
3 Q0 CACM-3030 47 4.907502883413995 BM25_model_NoRelevance
3 Q0 CACM-3130 48 4.865252481805786 BM25_model_NoRelevance
3 Q0 CACM-1402 49 4.833798222227658 BM25_model_NoRelevance
3 Q0 CACM-0249 50 4.82043019395756 BM25_model_NoRelevance
3 Q0 CACM-1350 51 4.813057303867958 BM25_model_NoRelevance
3 Q0 CACM-1947 52 4.808530735243472 BM25_model_NoRelevance
3 Q0 CACM-1807 53 4.797572326439147 BM25_model_NoRelevance
3 Q0 CACM-3171 54 4.776494899720204 BM25_model_NoRelevance
3 Q0 CACM-2495 55 4.760641731593209 BM25_model_NoRelevance
3 Q0 CACM-2867 56 4.747086661992941 BM25_model_NoRelevance
3 Q0 CACM-1533 57 4.718011746277488 BM25_model_NoRelevance
3 Q0 CACM-3105 58 4.714539371284017 BM25_model_NoRelevance
3 Q0 CACM-1313 59 4.6956559598299705 BM25_model_NoRelevance
3 Q0 CACM-0077 60 4.6956559598299705 BM25_model_NoRelevance
3 Q0 CACM-1029 61 4.678940052564678 BM25_model_NoRelevance
3 Q0 CACM-2316 62 4.60075762611725 BM25_model_NoRelevance
3 Q0 CACM-0051 63 4.588865159930982 BM25_model_NoRelevance
3 Q0 CACM-2587 64 4.588865159930982 BM25_model_NoRelevance
3 Q0 CACM-2534 65 4.525027531085541 BM25_model_NoRelevance
3 Q0 CACM-1138 66 4.521079497019216 BM25_model_NoRelevance
3 Q0 CACM-2603 67 4.508776623980806 BM25_model_NoRelevance
3 Q0 CACM-0303 68 4.500434594473491 BM25_model_NoRelevance
3 Q0 CACM-1611 69 4.494255372343185 BM25_model_NoRelevance
3 Q0 CACM-2136 70 4.488480776865793 BM25_model_NoRelevance
3 Q0 CACM-1484 71 4.458492178875284 BM25_model_NoRelevance
3 Q0 CACM-2066 72 4.4538109625043765 BM25_model_NoRelevance
3 Q0 CACM-1457 73 4.416171882728501 BM25_model_NoRelevance
3 Q0 CACM-0463 74 4.388071755989384 BM25_model_NoRelevance
3 Q0 CACM-2659 75 4.357624520680085 BM25_model_NoRelevance
3 Q0 CACM-2254 76 4.270046301471112 BM25_model_NoRelevance
3 Q0 CACM-2632 77 4.255903128440507 BM25_model_NoRelevance
3 Q0 CACM-2873 78 4.236309520901543 BM25_model_NoRelevance
3 Q0 CACM-1466 79 4.214449245674943 BM25_model_NoRelevance
3 Q0 CACM-2138 80 4.192253876403366 BM25_model_NoRelevance
3 Q0 CACM-1783 81 4.150637756002255 BM25_model_NoRelevance
3 Q0 CACM-1102 82 4.146970450981789 BM25_model_NoRelevance
3 Q0 CACM-2111 83 4.128084643465874 BM25_model_NoRelevance
3 Q0 CACM-2710 84 4.094697790529186 BM25_model_NoRelevance
3 Q0 CACM-2929 85 4.093542261258639 BM25_model_NoRelevance
3 Q0 CACM-2652 86 4.060820769279681 BM25_model_NoRelevance
3 Q0 CACM-2718 87 4.0233420477729505 BM25_model_NoRelevance
3 Q0 CACM-1135 88 4.00169903988056 BM25_model_NoRelevance
3 Q0 CACM-1923 89 3.9858710614543256 BM25_model_NoRelevance
3 Q0 CACM-3124 90 3.9652558770914474 BM25_model_NoRelevance
3 Q0 CACM-1098 91 3.9594388592572374 BM25_model_NoRelevance
3 Q0 CACM-1007 92 3.943929610057214 BM25_model_NoRelevance
3 Q0 CACM-0628 93 3.9269083291792555 BM25_model_NoRelevance
3 Q0 CACM-2705 94 3.9212750404172985 BM25_model_NoRelevance
3 Q0 CACM-1459 95 3.9133932543288754 BM25_model_NoRelevance
3 Q0 CACM-2925 96 3.910390640780334 BM25_model_NoRelevance
3 Q0 CACM-2542 97 3.900759528719693 BM25_model_NoRelevance
3 Q0 CACM-2708 98 3.864397113513594 BM25_model_NoRelevance
3 Q0 CACM-2295 99 3.8507877623960693 BM25_model_NoRelevance

For query : i m interested in mechanisms for communicating between disjoint processes possibly but not exclusively in a distributed environment i would rather see descriptions of complete mechanisms with or without implementations as opposed to theoretical work on the abstract problem remote procedure calls and message passing are examples of my interests

4 Q0 CACM-2342 1 45.10711113730066 BM25_model_NoRelevance
4 Q0 CACM-2060 2 44.25715817816739 BM25_model_NoRelevance
4 Q0 CACM-2377 3 44.088709790009844 BM25_model_NoRelevance
4 Q0 CACM-2840 4 41.45637154705889 BM25_model_NoRelevance
4 Q0 CACM-1665 5 41.192675377793705 BM25_model_NoRelevance
4 Q0 CACM-1135 6 39.59207885124694 BM25_model_NoRelevance
4 Q0 CACM-2905 7 37.031719928027556 BM25_model_NoRelevance
4 Q0 CACM-2684 8 36.7478834684983 BM25_model_NoRelevance
4 Q0 CACM-2900 9 36.3928957349015 BM25_model_NoRelevance
4 Q0 CACM-0616 10 35.91211986301182 BM25_model_NoRelevance
4 Q0 CACM-2820 11 34.741243712469775 BM25_model_NoRelevance
4 Q0 CACM-2906 12 34.39259066179212 BM25_model_NoRelevance
4 Q0 CACM-1323 13 34.21957362439062 BM25_model_NoRelevance
4 Q0 CACM-2536 14 34.12122948991009 BM25_model_NoRelevance
4 Q0 CACM-2939 15 33.886526706556424 BM25_model_NoRelevance
4 Q0 CACM-1458 16 33.79977082778794 BM25_model_NoRelevance
4 Q0 CACM-2895 17 33.727378927071335 BM25_model_NoRelevance
4 Q0 CACM-2402 18 33.58135432268294 BM25_model_NoRelevance
4 Q0 CACM-1886 19 33.04908098020807 BM25_model_NoRelevance
4 Q0 CACM-2233 20 32.5308469511962 BM25_model_NoRelevance
4 Q0 CACM-1588 21 32.353487457543466 BM25_model_NoRelevance
4 Q0 CACM-1727 22 32.11251597341359 BM25_model_NoRelevance
4 Q0 CACM-2606 23 31.697101825460415 BM25_model_NoRelevance
4 Q0 CACM-2844 24 31.680358961184023 BM25_model_NoRelevance
4 Q0 CACM-2177 25 31.536156144003815 BM25_model_NoRelevance
4 Q0 CACM-3056 26 31.476255468574106 BM25_model_NoRelevance
4 Q0 CACM-1166 27 31.435625561562436 BM25_model_NoRelevance
4 Q0 CACM-1159 28 31.121825324426748 BM25_model_NoRelevance
4 Q0 CACM-2406 29 31.116878446113965 BM25_model_NoRelevance
4 Q0 CACM-1062 30 30.61293287122805 BM25_model_NoRelevance
4 Q0 CACM-2692 31 30.24756714751756 BM25_model_NoRelevance
4 Q0 CACM-1350 32 30.226213836089233 BM25_model_NoRelevance
4 Q0 CACM-3188 33 30.216867106484628 BM25_model_NoRelevance
4 Q0 CACM-3153 34 30.212511484286782 BM25_model_NoRelevance
4 Q0 CACM-2705 35 30.198018613920986 BM25_model_NoRelevance
4 Q0 CACM-1695 36 30.093376178884405 BM25_model_NoRelevance
4 Q0 CACM-3072 37 30.045598854003273 BM25_model_NoRelevance
4 Q0 CACM-2252 38 29.87772343349845 BM25_model_NoRelevance
4 Q0 CACM-2993 39 29.83898426709647 BM25_model_NoRelevance
4 Q0 CACM-2631 40 29.795446570888924 BM25_model_NoRelevance
4 Q0 CACM-1725 41 29.77414360255258 BM25_model_NoRelevance
4 Q0 CACM-3128 42 29.47447761076454 BM25_model_NoRelevance
4 Q0 CACM-3020 43 29.4419841046504 BM25_model_NoRelevance
4 Q0 CACM-1728 44 29.42711937955154 BM25_model_NoRelevance
4 Q0 CACM-3057 45 29.37758460246068 BM25_model_NoRelevance
4 Q0 CACM-2534 46 29.367832297695028 BM25_model_NoRelevance
4 Q0 CACM-1519 47 29.296059871374272 BM25_model_NoRelevance
4 Q0 CACM-2317 48 29.286765460880254 BM25_model_NoRelevance
4 Q0 CACM-3125 49 29.0456415603987 BM25_model_NoRelevance
4 Q0 CACM-2486 50 29.035962839019163 BM25_model_NoRelevance
4 Q0 CACM-2396 51 28.886591661853963 BM25_model_NoRelevance
4 Q0 CACM-2915 52 28.74575032817483 BM25_model_NoRelevance
4 Q0 CACM-2354 53 28.68597991239168 BM25_model_NoRelevance
4 Q0 CACM-2666 54 28.67415231112838 BM25_model_NoRelevance
4 Q0 CACM-2916 55 28.55940916284001 BM25_model_NoRelevance
4 Q0 CACM-1824 56 28.549662361342243 BM25_model_NoRelevance
4 Q0 CACM-1906 57 28.514190332307034 BM25_model_NoRelevance
4 Q0 CACM-1165 58 28.49414012777315 BM25_model_NoRelevance
4 Q0 CACM-1530 59 28.432477422070626 BM25_model_NoRelevance
4 Q0 CACM-2595 60 28.0839680904743 BM25_model_NoRelevance
4 Q0 CACM-0284 61 27.922783886627474 BM25_model_NoRelevance
4 Q0 CACM-1805 62 27.720142302191373 BM25_model_NoRelevance
4 Q0 CACM-2378 63 27.636717909782703 BM25_model_NoRelevance
4 Q0 CACM-2002 64 27.52781905870495 BM25_model_NoRelevance
4 Q0 CACM-2667 65 27.37622688990131 BM25_model_NoRelevance
4 Q0 CACM-2786 66 27.222049795700094 BM25_model_NoRelevance
4 Q0 CACM-1622 67 27.2127715619974 BM25_model_NoRelevance
4 Q0 CACM-1890 68 27.195315956045985 BM25_model_NoRelevance
4 Q0 CACM-1180 69 27.158416374542398 BM25_model_NoRelevance
4 Q0 CACM-2657 70 26.97616479672978 BM25_model_NoRelevance
4 Q0 CACM-3144 71 26.917704277764813 BM25_model_NoRelevance
4 Q0 CACM-2629 72 26.891651879711695 BM25_model_NoRelevance
4 Q0 CACM-1388 73 26.875289308267156 BM25_model_NoRelevance
4 Q0 CACM-1674 74 26.87405508240135 BM25_model_NoRelevance
4 Q0 CACM-2572 75 26.872437173652017 BM25_model_NoRelevance
4 Q0 CACM-3043 76 26.81000644762974 BM25_model_NoRelevance
4 Q0 CACM-2646 77 26.742016821327933 BM25_model_NoRelevance
4 Q0 CACM-2971 78 26.695933126794127 BM25_model_NoRelevance
4 Q0 CACM-1366 79 26.405796065366065 BM25_model_NoRelevance
4 Q0 CACM-0497 80 26.34299594937133 BM25_model_NoRelevance
4 Q0 CACM-2568 81 26.287167542610174 BM25_model_NoRelevance
4 Q0 CACM-1491 82 26.22393062259205 BM25_model_NoRelevance
