Ranking (Top 100) for the queries in Cleaned_Queries.txt in the format:
query_id Q0 doc_id rank TF-IDF_normalized_score system_name
1 Q0 CACM-2218 48 0.6540227710200682 tf_idf_model
1 Q0 CACM-1247 49 0.651329760544052 tf_idf_model
1 Q0 CACM-2984 50 0.6503943015008121 tf_idf_model
1 Q0 CACM-2344 51 0.6493413637090466 tf_idf_model
1 Q0 CACM-1034 52 0.6447735264847395 tf_idf_model
1 Q0 CACM-1225 53 0.6435136216706488 tf_idf_model
1 Q0 CACM-1908 54 0.6402333895409502 tf_idf_model
1 Q0 CACM-2151 55 0.6289355587822706 tf_idf_model
1 Q0 CACM-1544 56 0.6257892141906647 tf_idf_model
1 Q0 CACM-1923 57 0.6253296015436973 tf_idf_model
1 Q0 CACM-2188 58 0.6246224036059684 tf_idf_model
1 Q0 CACM-1304 59 0.6238541851988386 tf_idf_model
1 Q0 CACM-1523 60 0.6195333189576625 tf_idf_model
1 Q0 CACM-1496 61 0.618039254229567 tf_idf_model
1 Q0 CACM-1571 62 0.6149064644650674 tf_idf_model
1 Q0 CACM-2370 63 0.6144654650131571 tf_idf_model
1 Q0 CACM-1605 64 0.6108414047067285 tf_idf_model
1 Q0 CACM-1668 65 0.6075008000175319 tf_idf_model
1 Q0 CACM-0275 66 0.6037339074097385 tf_idf_model
1 Q0 CACM-2378 67 0.6030969075889707 tf_idf_model
1 Q0 CACM-3168 68 0.6005593163819067 tf_idf_model
1 Q0 CACM-2398 69 0.5987634706178079 tf_idf_model
1 Q0 CACM-1440 70 0.5984652047040679 tf_idf_model
1 Q0 CACM-2154 71 0.596899660788144 tf_idf_model
1 Q0 CACM-2955 72 0.5957108221030039 tf_idf_model
1 Q0 CACM-1647 73 0.5913585081589343 tf_idf_model
1 Q0 CACM-1749 74 0.58987544107244 tf_idf_model
1 Q0 CACM-2080 75 0.5889814114998133 tf_idf_model
1 Q0 CACM-2535 76 0.5879701607033608 tf_idf_model
1 Q0 CACM-1455 77 0.5841572264956215 tf_idf_model
1 Q0 CACM-1267 78 0.5835194514710209 tf_idf_model
1 Q0 CACM-1699 79 0.5821388661137495 tf_idf_model
1 Q0 CACM-2452 80 0.5818308305396697 tf_idf_model
1 Q0 CACM-1750 81 0.5807716065388838 tf_idf_model
1 Q0 CACM-3012 82 0.5789793603983304 tf_idf_model
1 Q0 CACM-2288 83 0.5765885746162973 tf_idf_model
1 Q0 CACM-3137 84 0.5738526249857008 tf_idf_model
1 Q0 CACM-1195 85 0.5725675423531043 tf_idf_model
1 Q0 CACM-1380 86 0.5713819691759846 tf_idf_model
1 Q0 CACM-1747 87 0.5710710149545023 tf_idf_model
1 Q0 CACM-2597 88 0.5684603327437455 tf_idf_model
1 Q0 CACM-3169 89 0.5680966506315334 tf_idf_model
1 Q0 CACM-1410 90 0.5648185193459938 tf_idf_model
1 Q0 CACM-2389 91 0.564751348683652 tf_idf_model
1 Q0 CACM-1464 92 0.5639187523169857 tf_idf_model
1 Q0 CACM-2560 93 0.5631024804803015 tf_idf_model
1 Q0 CACM-1681 94 0.5630853642396294 tf_idf_model
1 Q0 CACM-1404 95 0.561354488081613 tf_idf_model
1 Q0 CACM-2577 96 0.5603016044453972 tf_idf_model
1 Q0 CACM-2070 97 0.5587711632604071 tf_idf_model
1 Q0 CACM-2840 98 0.5565757921942006 tf_idf_model
1 Q0 CACM-0637 99 0.5536781970238223 tf_idf_model

For query : i am interested in articles written either by prieve or udo pooch prieve b pooch u

2 Q0 CACM-0497 1 3.332595131398926 tf_idf_model
2 Q0 CACM-2395 2 2.9302304119363405 tf_idf_model
2 Q0 CACM-1062 3 2.7529796536225293 tf_idf_model
2 Q0 CACM-1721 4 2.667041900182368 tf_idf_model
2 Q0 CACM-2572 5 2.5614706687474804 tf_idf_model
2 Q0 CACM-2375 6 2.464703780765029 tf_idf_model
2 Q0 CACM-1674 7 2.4144297952033447 tf_idf_model
2 Q0 CACM-1886 8 2.4055258195342657 tf_idf_model
2 Q0 CACM-2741 9 2.403826535243257 tf_idf_model
2 Q0 CACM-2744 10 2.395383529123691 tf_idf_model
2 Q0 CACM-2993 11 2.369743136799233 tf_idf_model
2 Q0 CACM-3199 12 2.3579883839786966 tf_idf_model
2 Q0 CACM-2906 13 2.3096737304815473 tf_idf_model
2 Q0 CACM-1805 14 2.3018377741750373 tf_idf_model
2 Q0 CACM-2606 15 2.2781394024384642 tf_idf_model
2 Q0 CACM-2720 16 2.2675270394783222 tf_idf_model
2 Q0 CACM-1634 17 2.2652496650715155 tf_idf_model
2 Q0 CACM-2534 18 2.254227736729171 tf_idf_model
2 Q0 CACM-2657 19 2.252780370508587 tf_idf_model
2 Q0 CACM-1924 20 2.2513545735513167 tf_idf_model
2 Q0 CACM-2850 21 2.2405314395772864 tf_idf_model
2 Q0 CACM-2486 22 2.2213983802608124 tf_idf_model
2 Q0 CACM-3125 23 2.221069130519588 tf_idf_model
2 Q0 CACM-1012 24 2.217330390629157 tf_idf_model
2 Q0 CACM-2786 25 2.214289277007852 tf_idf_model
2 Q0 CACM-1931 26 2.1994993538075747 tf_idf_model
2 Q0 CACM-2971 27 2.190689660626235 tf_idf_model
2 Q0 CACM-1725 28 2.1714772654984547 tf_idf_model
2 Q0 CACM-2692 29 2.1648541249881657 tf_idf_model
2 Q0 CACM-1458 30 2.161395156208274 tf_idf_model
2 Q0 CACM-1159 31 2.1438488793294357 tf_idf_model
2 Q0 CACM-1588 32 2.1314886664935138 tf_idf_model
2 Q0 CACM-2354 33 2.109088326424628 tf_idf_model
2 Q0 CACM-2355 34 2.0978644359258682 tf_idf_model
2 Q0 CACM-1166 35 2.0957421532778917 tf_idf_model
2 Q0 CACM-2840 36 2.0877388904710785 tf_idf_model
2 Q0 CACM-2900 37 2.079570047097008 tf_idf_model
2 Q0 CACM-1850 38 2.0758952381549585 tf_idf_model
2 Q0 CACM-3088 39 2.068947760331324 tf_idf_model
2 Q0 CACM-1906 40 2.055050264314726 tf_idf_model
2 Q0 CACM-2402 41 2.0526655756974495 tf_idf_model
2 Q0 CACM-2905 42 2.041860732956734 tf_idf_model
2 Q0 CACM-0637 43 2.0306391153479675 tf_idf_model
2 Q0 CACM-2667 44 2.0259344609178958 tf_idf_model
2 Q0 CACM-0951 45 2.0245949582612592 tf_idf_model
2 Q0 CACM-2595 46 2.023967012565191 tf_idf_model
2 Q0 CACM-1676 47 2.0108555096719773 tf_idf_model
2 Q0 CACM-1551 48 2.0084635304901832 tf_idf_model
2 Q0 CACM-3153 49 1.9908178397830887 tf_idf_model
2 Q0 CACM-2145 50 1.9798447438177142 tf_idf_model
2 Q0 CACM-0616 51 1.9780795073710145 tf_idf_model
2 Q0 CACM-1180 52 1.9518813804810378 tf_idf_model
2 Q0 CACM-2684 53 1.950320884345016 tf_idf_model
2 Q0 CACM-2968 54 1.9431676627604362 tf_idf_model
2 Q0 CACM-1181 55 1.9409320237743293 tf_idf_model
2 Q0 CACM-1430 56 1.9369101450044972 tf_idf_model
2 Q0 CACM-2148 57 1.9293194035246986 tf_idf_model
2 Q0 CACM-3144 58 1.9248284325001919 tf_idf_model
2 Q0 CACM-2337 59 1.9218504814761599 tf_idf_model
2 Q0 CACM-2705 60 1.919697135660281 tf_idf_model
2 Q0 CACM-0284 61 1.9194594635795577 tf_idf_model
2 Q0 CACM-2771 62 1.9169992957528308 tf_idf_model
2 Q0 CACM-1728 63 1.9151651692389882 tf_idf_model
2 Q0 CACM-1366 64 1.9123858975152248 tf_idf_model
2 Q0 CACM-2051 65 1.9069913586009657 tf_idf_model
2 Q0 CACM-2060 66 1.9059441820507999 tf_idf_model
2 Q0 CACM-1764 67 1.902188943445201 tf_idf_model
2 Q0 CACM-3057 68 1.8985023908473126 tf_idf_model
2 Q0 CACM-2380 69 1.8949530796056457 tf_idf_model
2 Q0 CACM-1732 70 1.889819640118224 tf_idf_model
2 Q0 CACM-3072 71 1.8826296676923517 tf_idf_model
2 Q0 CACM-1727 72 1.880059341450004 tf_idf_model
2 Q0 CACM-1491 73 1.8715388036319875 tf_idf_model
2 Q0 CACM-1258 74 1.8650847224843528 tf_idf_model
2 Q0 CACM-2485 75 1.8584798373393447 tf_idf_model
2 Q0 CACM-2820 76 1.853781380223881 tf_idf_model
2 Q0 CACM-1943 77 1.8505956791845515 tf_idf_model
2 Q0 CACM-2682 78 1.8448644302116206 tf_idf_model
2 Q0 CACM-2895 79 1.842112439884131 tf_idf_model
2 Q0 CACM-1135 80 1.8394358368933632 tf_idf_model
2 Q0 CACM-2536 81 1.8235100729507063 tf_idf_model
2 Q0 CACM-0069 82 1.821801997565341 tf_idf_model
2 Q0 CACM-2252 83 1.8154214004185754 tf_idf_model
2 Q0 CACM-1421 84 1.8096253083409763 tf_idf_model
2 Q0 CACM-2819 85 1.806033597257779 tf_idf_model
2 Q0 CACM-1237 86 1.8008928026768498 tf_idf_model
2 Q0 CACM-3066 87 1.7990298459297078 tf_idf_model
2 Q0 CACM-1665 88 1.7989779723859116 tf_idf_model
2 Q0 CACM-2897 89 1.7981185038973733 tf_idf_model
2 Q0 CACM-1066 90 1.7939327643901404 tf_idf_model
2 Q0 CACM-2002 91 1.7930182872502671 tf_idf_model
2 Q0 CACM-1821 92 1.7923953896457632 tf_idf_model
2 Q0 CACM-3115 93 1.7880897575204908 tf_idf_model
2 Q0 CACM-1542 94 1.7849414456283166 tf_idf_model
2 Q0 CACM-2631 95 1.7702643010113943 tf_idf_model
2 Q0 CACM-2396 96 1.7689980710770008 tf_idf_model
2 Q0 CACM-2571 97 1.7596831971713236 tf_idf_model
2 Q0 CACM-1563 98 1.7574820294657507 tf_idf_model
2 Q0 CACM-2629 99 1.7297533052989944 tf_idf_model

For query : intermediate languages used in construction of multi targeted compilers tcoll

3 Q0 CACM-1746 1 0.7898186187743502 tf_idf_model
3 Q0 CACM-2140 2 0.6601260380332336 tf_idf_model
3 Q0 CACM-1402 3 0.6540769584315193 tf_idf_model
3 Q0 CACM-2316 4 0.6470138093279739 tf_idf_model
3 Q0 CACM-2603 5 0.633002717263009 tf_idf_model
3 Q0 CACM-1721 6 0.6280657008463264 tf_idf_model
3 Q0 CACM-0070 7 0.6131580523805804 tf_idf_model
3 Q0 CACM-2111 8 0.6108546328030264 tf_idf_model
3 Q0 CACM-1386 9 0.6038511130505015 tf_idf_model
3 Q0 CACM-3144 10 0.6034064491500257 tf_idf_model
3 Q0 CACM-2627 11 0.6032250360256528 tf_idf_model
3 Q0 CACM-3145 12 0.602007001298104 tf_idf_model
3 Q0 CACM-2993 13 0.597814335167411 tf_idf_model
3 Q0 CACM-2326 14 0.5971194799566935 tf_idf_model
3 Q0 CACM-2746 15 0.5958048908806355 tf_idf_model
3 Q0 CACM-1457 16 0.5920413070591142 tf_idf_model
3 Q0 CACM-1570 17 0.5827272166309314 tf_idf_model
3 Q0 CACM-2411 18 0.5786025590464379 tf_idf_model
3 Q0 CACM-3108 19 0.5776925946384716 tf_idf_model
3 Q0 CACM-3083 20 0.572896124871722 tf_idf_model
3 Q0 CACM-1926 21 0.567691975517335 tf_idf_model
3 Q0 CACM-2227 22 0.56559853081972 tf_idf_model
3 Q0 CACM-1098 23 0.5654750945778182 tf_idf_model
3 Q0 CACM-2264 24 0.5611169151294364 tf_idf_model
3 Q0 CACM-0661 25 0.5556465889956603 tf_idf_model
3 Q0 CACM-1196 26 0.5551003985457114 tf_idf_model
3 Q0 CACM-2656 27 0.5493166114556688 tf_idf_model
3 Q0 CACM-1976 28 0.548172940095182 tf_idf_model
3 Q0 CACM-1154 29 0.5479403851982038 tf_idf_model
3 Q0 CACM-2204 30 0.5468134000827511 tf_idf_model
3 Q0 CACM-1682 31 0.5463739543685706 tf_idf_model
3 Q0 CACM-1383 32 0.5435041827254865 tf_idf_model
3 Q0 CACM-1783 33 0.5421737233542688 tf_idf_model
3 Q0 CACM-1099 34 0.5376559802614052 tf_idf_model
3 Q0 CACM-2737 35 0.5355853745178589 tf_idf_model
3 Q0 CACM-2317 36 0.5338569770264419 tf_idf_model
3 Q0 CACM-2401 37 0.5323002919953074 tf_idf_model
3 Q0 CACM-2471 38 0.5320201096200037 tf_idf_model
3 Q0 CACM-2395 39 0.5307927838052655 tf_idf_model
3 Q0 CACM-2016 40 0.5306589977009464 tf_idf_model
3 Q0 CACM-1747 41 0.5282313610735624 tf_idf_model
3 Q0 CACM-2267 42 0.5244512397875376 tf_idf_model
3 Q0 CACM-1988 43 0.5238917907704082 tf_idf_model
3 Q0 CACM-2556 44 0.5231636684208671 tf_idf_model
3 Q0 CACM-1852 45 0.52302508981166 tf_idf_model
3 Q0 CACM-2979 46 0.5210750693091639 tf_idf_model
3 Q0 CACM-2604 47 0.5199319647627254 tf_idf_model
3 Q0 CACM-0596 48 0.517385248188652 tf_idf_model
3 Q0 CACM-2519 49 0.5156743660292478 tf_idf_model
3 Q0 CACM-2938 50 0.5121408874054285 tf_idf_model
3 Q0 CACM-1792 51 0.5108231408898489 tf_idf_model
3 Q0 CACM-1977 52 0.5079812627564615 tf_idf_model
3 Q0 CACM-3115 53 0.5064189785897337 tf_idf_model
3 Q0 CACM-2246 54 0.5054500785517446 tf_idf_model
3 Q0 CACM-1887 55 0.5021097151586972 tf_idf_model
3 Q0 CACM-1267 56 0.5020214870002637 tf_idf_model
3 Q0 CACM-2297 57 0.5005274991425654 tf_idf_model
3 Q0 CACM-1458 58 0.5003359659158488 tf_idf_model
3 Q0 CACM-1412 59 0.500001450949931 tf_idf_model
3 Q0 CACM-1385 60 0.49986167676333304 tf_idf_model
3 Q0 CACM-1959 61 0.4968159797052618 tf_idf_model
3 Q0 CACM-3090 62 0.4962850370566486 tf_idf_model
3 Q0 CACM-2486 63 0.4956758293365877 tf_idf_model
3 Q0 CACM-2929 64 0.495609725006251 tf_idf_model
3 Q0 CACM-1009 65 0.4944447089642178 tf_idf_model
3 Q0 CACM-1884 66 0.4939963042017185 tf_idf_model
3 Q0 CACM-2439 67 0.4933039625691065 tf_idf_model
3 Q0 CACM-3148 68 0.4917964944283687 tf_idf_model
3 Q0 CACM-1869 69 0.4893354385216143 tf_idf_model
3 Q0 CACM-1621 70 0.48907472039047695 tf_idf_model
3 Q0 CACM-0731 71 0.48845392194360526 tf_idf_model
3 Q0 CACM-2871 72 0.48842361769733006 tf_idf_model
3 Q0 CACM-2252 73 0.4882558433373141 tf_idf_model
3 Q0 CACM-1138 74 0.48819628141247995 tf_idf_model
3 Q0 CACM-1916 75 0.486167653213042 tf_idf_model
3 Q0 CACM-0146 76 0.48595617261661644 tf_idf_model
3 Q0 CACM-1770 77 0.4851958206127225 tf_idf_model
3 Q0 CACM-1148 78 0.48324980376255083 tf_idf_model
3 Q0 CACM-3146 79 0.48314597709083584 tf_idf_model
3 Q0 CACM-2400 80 0.4782500452381326 tf_idf_model
3 Q0 CACM-2457 81 0.47819720207084215 tf_idf_model
3 Q0 CACM-3035 82 0.47803484428630133 tf_idf_model
3 Q0 CACM-0252 83 0.47744194612941304 tf_idf_model
3 Q0 CACM-1854 84 0.4770897440496344 tf_idf_model
3 Q0 CACM-1929 85 0.4763265617128783 tf_idf_model
3 Q0 CACM-2732 86 0.47605869242417853 tf_idf_model
3 Q0 CACM-2254 87 0.47597843844412213 tf_idf_model
3 Q0 CACM-2295 88 0.4758501673947273 tf_idf_model
3 Q0 CACM-1728 89 0.4755584150778508 tf_idf_model
3 Q0 CACM-1745 90 0.4755543359212455 tf_idf_model
3 Q0 CACM-2996 91 0.4745332027387445 tf_idf_model
3 Q0 CACM-1722 92 0.47434157040485303 tf_idf_model
3 Q0 CACM-2628 93 0.4742718925803605 tf_idf_model
3 Q0 CACM-0274 94 0.4742718925803605 tf_idf_model
3 Q0 CACM-2497 95 0.4738922876670673 tf_idf_model
3 Q0 CACM-2643 96 0.47382573355889257 tf_idf_model
3 Q0 CACM-3030 97 0.47216444023162346 tf_idf_model
3 Q0 CACM-0861 98 0.4690288416130744 tf_idf_model
3 Q0 CACM-3025 99 0.4682740333541364 tf_idf_model

For query : i m interested in mechanisms for communicating between disjoint processes possibly but not exclusively in a distributed environment i would rather see descriptions of complete mechanisms with or without implementations as opposed to theoretical work on the abstract problem remote procedure calls and message passing are examples of my interests

4 Q0 CACM-2395 1 6.900817564698507 tf_idf_model
4 Q0 CACM-2606 2 6.602660481170364 tf_idf_model
4 Q0 CACM-1159 3 6.5574669698247225 tf_idf_model
4 Q0 CACM-1721 4 6.534043973535196 tf_idf_model
4 Q0 CACM-1886 5 6.419991689823847 tf_idf_model
4 Q0 CACM-3199 6 6.387238160028736 tf_idf_model
4 Q0 CACM-2572 7 6.313903892077771 tf_idf_model
4 Q0 CACM-2355 8 6.30216242967757 tf_idf_model
4 Q0 CACM-2741 9 6.250479089707854 tf_idf_model
4 Q0 CACM-2536 10 6.182845234501871 tf_idf_model
4 Q0 CACM-2375 11 6.146334898506811 tf_idf_model
4 Q0 CACM-0284 12 6.1270465402220955 tf_idf_model
4 Q0 CACM-2402 13 6.0749899910100735 tf_idf_model
4 Q0 CACM-2744 14 6.032745997799758 tf_idf_model
4 Q0 CACM-2906 15 6.0143016679268 tf_idf_model
4 Q0 CACM-1062 16 5.983000540395494 tf_idf_model
4 Q0 CACM-2354 17 5.965768329898384 tf_idf_model
4 Q0 CACM-3125 18 5.952598234516446 tf_idf_model
4 Q0 CACM-2667 19 5.903871450035076 tf_idf_model
4 Q0 CACM-2840 20 5.874457139114385 tf_idf_model
4 Q0 CACM-1725 21 5.856360026401928 tf_idf_model
4 Q0 CACM-1805 22 5.851340229812345 tf_idf_model
4 Q0 CACM-1674 23 5.825459884904842 tf_idf_model
4 Q0 CACM-1180 24 5.799541833883643 tf_idf_model
4 Q0 CACM-2148 25 5.766213763098034 tf_idf_model
4 Q0 CACM-2720 26 5.758829359221483 tf_idf_model
4 Q0 CACM-2820 27 5.72198580253399 tf_idf_model
4 Q0 CACM-2993 28 5.718575429823492 tf_idf_model
4 Q0 CACM-1166 29 5.709965070753691 tf_idf_model
4 Q0 CACM-1458 30 5.671484465539828 tf_idf_model
4 Q0 CACM-2631 31 5.664526442323811 tf_idf_model
4 Q0 CACM-2705 32 5.656688377432069 tf_idf_model
4 Q0 CACM-3020 33 5.651349141885199 tf_idf_model
4 Q0 CACM-1906 34 5.62899958736876 tf_idf_model
4 Q0 CACM-1551 35 5.608587523149792 tf_idf_model
4 Q0 CACM-1135 36 5.608170843662875 tf_idf_model
4 Q0 CACM-2895 37 5.607763165989041 tf_idf_model
4 Q0 CACM-2406 38 5.598939668233133 tf_idf_model
4 Q0 CACM-2850 39 5.5933746705185765 tf_idf_model
4 Q0 CACM-1665 40 5.576141913601408 tf_idf_model
4 Q0 CACM-2060 41 5.559892816273697 tf_idf_model
4 Q0 CACM-2595 42 5.551562448901525 tf_idf_model
4 Q0 CACM-1924 43 5.545734835960639 tf_idf_model
4 Q0 CACM-1366 44 5.4964444427325585 tf_idf_model
4 Q0 CACM-2692 45 5.492652829459508 tf_idf_model
4 Q0 CACM-1824 46 5.487250525600121 tf_idf_model
4 Q0 CACM-2629 47 5.48366981420794 tf_idf_model
4 Q0 CACM-2657 48 5.480297987423633 tf_idf_model
4 Q0 CACM-1181 49 5.4684429376752 tf_idf_model
4 Q0 CACM-0497 50 5.434933304827806 tf_idf_model
4 Q0 CACM-3144 51 5.424893816559082 tf_idf_model
4 Q0 CACM-2252 52 5.413218374523409 tf_idf_model
4 Q0 CACM-2682 53 5.405254700096891 tf_idf_model
4 Q0 CACM-2534 54 5.399816135698578 tf_idf_model
4 Q0 CACM-1388 55 5.398761972290233 tf_idf_model
4 Q0 CACM-3153 56 5.374276127695626 tf_idf_model
4 Q0 CACM-2666 57 5.340928287873533 tf_idf_model
4 Q0 CACM-1676 58 5.3308608091860545 tf_idf_model
4 Q0 CACM-2684 59 5.318165296907692 tf_idf_model
4 Q0 CACM-2051 60 5.3035772135597075 tf_idf_model
4 Q0 CACM-2145 61 5.277106053033653 tf_idf_model
4 Q0 CACM-2916 62 5.266797855717213 tf_idf_model
4 Q0 CACM-1890 63 5.266038146317118 tf_idf_model
4 Q0 CACM-1728 64 5.24608699585265 tf_idf_model
4 Q0 CACM-1695 65 5.241944462060262 tf_idf_model
4 Q0 CACM-1323 66 5.231600338912762 tf_idf_model
4 Q0 CACM-2915 67 5.231305964396657 tf_idf_model
4 Q0 CACM-1421 68 5.219408601894562 tf_idf_model
4 Q0 CACM-2900 69 5.1735052715446646 tf_idf_model
4 Q0 CACM-2002 70 5.1619537695287265 tf_idf_model
4 Q0 CACM-1727 71 5.1530045571054055 tf_idf_model
4 Q0 CACM-1350 72 5.130863897900495 tf_idf_model
4 Q0 CACM-2485 73 5.121874890783591 tf_idf_model
4 Q0 CACM-2486 74 5.121340412742437 tf_idf_model
4 Q0 CACM-1066 75 5.116224145500674 tf_idf_model
4 Q0 CACM-2396 76 5.1021449762955555 tf_idf_model
4 Q0 CACM-1491 77 5.098152253391187 tf_idf_model
4 Q0 CACM-2786 78 5.062679495271504 tf_idf_model
4 Q0 CACM-1237 79 5.055195450426641 tf_idf_model
4 Q0 CACM-1430 80 5.036107314632271 tf_idf_model
4 Q0 CACM-2905 81 5.033484763633185 tf_idf_model
4 Q0 CACM-0616 82 5.01648432869636 tf_idf_model
4 Q0 CACM-2897 83 4.9888549914163836 tf_idf_model
4 Q0 CACM-1764 84 4.971817031711172 tf_idf_model
4 Q0 CACM-2337 85 4.963464385271057 tf_idf_model
4 Q0 CACM-1850 86 4.928560527560666 tf_idf_model
4 Q0 CACM-3115 87 4.912114245929727 tf_idf_model
4 Q0 CACM-2317 88 4.879234571760932 tf_idf_model
4 Q0 CACM-2199 89 4.866589238786462 tf_idf_model
4 Q0 CACM-1588 90 4.862915227346264 tf_idf_model
4 Q0 CACM-2342 91 4.844753737760767 tf_idf_model
4 Q0 CACM-1542 92 4.832159421240424 tf_idf_model
4 Q0 CACM-2771 93 4.80919668915284 tf_idf_model
4 Q0 CACM-1622 94 4.804651176434874 tf_idf_model
4 Q0 CACM-3057 95 4.800725373947902 tf_idf_model
4 Q0 CACM-2646 96 4.791993252518709 tf_idf_model
4 Q0 CACM-2571 97 4.790206837301107 tf_idf_model
4 Q0 CACM-2568 98 4.757483603121565 tf_idf_model
4 Q0 CACM-2819 99 4.747486364209727 tf_idf_model

For query : i d like papers on design and implementation of editing interfaces window managers command interpreters etc the essential issues are human interface design with views on improvements to user efficiency effectiveness and satisfaction

5 Q0 CACM-1695 1 3.3355147835614223 tf_idf_model
5 Q0 CACM-2002 2 3.1776464324637 tf_idf_model
5 Q0 CACM-2572 3 3.067813270618601 tf_idf_model
5 Q0 CACM-2606 4 2.971836893318486 tf_idf_model
5 Q0 CACM-3125 5 2.9706343174088587 tf_idf_model
5 Q0 CACM-2629 6 2.9204527185856426 tf_idf_model
5 Q0 CACM-1159 7 2.911854796930982 tf_idf_model
5 Q0 CACM-1805 8 2.8812319929662724 tf_idf_model
5 Q0 CACM-2667 9 2.8478594998753355 tf_idf_model
5 Q0 CACM-2536 10 2.828925057958881 tf_idf_model
5 Q0 CACM-1366 11 2.826611105631282 tf_idf_model
5 Q0 CACM-2595 12 2.817635745886676 tf_idf_model
5 Q0 CACM-2741 13 2.81243208301152 tf_idf_model
5 Q0 CACM-2396 14 2.7915459281410278 tf_idf_model
5 Q0 CACM-2380 15 2.781609384132876 tf_idf_model
5 Q0 CACM-1906 16 2.765239201710659 tf_idf_model
5 Q0 CACM-2375 17 2.7514526184156476 tf_idf_model
5 Q0 CACM-3020 18 2.7487596480374177 tf_idf_model
5 Q0 CACM-0497 19 2.7346201006927213 tf_idf_model
5 Q0 CACM-1764 20 2.7328514559541985 tf_idf_model
5 Q0 CACM-1665 21 2.7077682612800134 tf_idf_model
5 Q0 CACM-2720 22 2.6987393448123944 tf_idf_model
5 Q0 CACM-1491 23 2.6933697563972174 tf_idf_model
5 Q0 CACM-2145 24 2.6905986301077087 tf_idf_model
5 Q0 CACM-2895 25 2.661438075335882 tf_idf_model
5 Q0 CACM-2051 26 2.6446273542202174 tf_idf_model
5 Q0 CACM-3199 27 2.6337821200144016 tf_idf_model
5 Q0 CACM-1588 28 2.6278945792876964 tf_idf_model
5 Q0 CACM-1519 29 2.6194604002581587 tf_idf_model
5 Q0 CACM-1458 30 2.6149711096988035 tf_idf_model
5 Q0 CACM-2486 31 2.610821292555226 tf_idf_model
5 Q0 CACM-1135 32 2.5997581146121704 tf_idf_model
5 Q0 CACM-2682 33 2.597294700831183 tf_idf_model
5 Q0 CACM-2840 34 2.5657219483426768 tf_idf_model
