Ranking (Top 100) for the queries in Cleaned_queries.txt in the format:
query_id Q0 doc_id rank Lucene_score system_name
2 Q0 CACM-1606 56 0.022276275 LuceneNoStopNoStem
2 Q0 CACM-2100 57 0.022276275 LuceneNoStopNoStem
2 Q0 CACM-2392 58 0.022276275 LuceneNoStopNoStem
2 Q0 CACM-2448 59 0.022276275 LuceneNoStopNoStem
2 Q0 CACM-2713 60 0.022276275 LuceneNoStopNoStem
2 Q0 CACM-1975 61 0.021878041 LuceneNoStopNoStem
2 Q0 CACM-2439 62 0.021775328 LuceneNoStopNoStem
2 Q0 CACM-1334 63 0.021668958 LuceneNoStopNoStem
2 Q0 CACM-1542 64 0.021668958 LuceneNoStopNoStem
2 Q0 CACM-1117 65 0.02164329 LuceneNoStopNoStem
2 Q0 CACM-1424 66 0.02164329 LuceneNoStopNoStem
2 Q0 CACM-1439 67 0.02164329 LuceneNoStopNoStem
2 Q0 CACM-3189 68 0.02164329 LuceneNoStopNoStem
2 Q0 CACM-1588 69 0.02138182 LuceneNoStopNoStem
2 Q0 CACM-2215 70 0.021116117 LuceneNoStopNoStem
2 Q0 CACM-1676 71 0.020918062 LuceneNoStopNoStem
2 Q0 CACM-0047 72 0.020907357 LuceneNoStopNoStem
2 Q0 CACM-1258 73 0.02047205 LuceneNoStopNoStem
2 Q0 CACM-0942 74 0.020448372 LuceneNoStopNoStem
2 Q0 CACM-0407 75 0.019835098 LuceneNoStopNoStem
2 Q0 CACM-1096 76 0.019835098 LuceneNoStopNoStem
2 Q0 CACM-1981 77 0.019835098 LuceneNoStopNoStem
2 Q0 CACM-1990 78 0.019835098 LuceneNoStopNoStem
2 Q0 CACM-1994 79 0.019835098 LuceneNoStopNoStem
2 Q0 CACM-2352 80 0.019835098 LuceneNoStopNoStem
2 Q0 CACM-2422 81 0.019835098 LuceneNoStopNoStem
2 Q0 CACM-2440 82 0.019835098 LuceneNoStopNoStem
2 Q0 CACM-2472 83 0.019835098 LuceneNoStopNoStem
2 Q0 CACM-2917 84 0.019835098 LuceneNoStopNoStem
2 Q0 CACM-3117 85 0.019798482 LuceneNoStopNoStem
2 Q0 CACM-2449 86 0.019427804 LuceneNoStopNoStem
2 Q0 CACM-3188 87 0.019427804 LuceneNoStopNoStem
2 Q0 CACM-1974 88 0.019292094 LuceneNoStopNoStem
2 Q0 CACM-2916 89 0.019292094 LuceneNoStopNoStem
2 Q0 CACM-1046 90 0.019130953 LuceneNoStopNoStem
2 Q0 CACM-1014 91 0.018963097 LuceneNoStopNoStem
2 Q0 CACM-1926 92 0.01893788 LuceneNoStopNoStem
2 Q0 CACM-2356 93 0.01893788 LuceneNoStopNoStem
2 Q0 CACM-3201 94 0.01893788 LuceneNoStopNoStem
2 Q0 CACM-3204 95 0.01893788 LuceneNoStopNoStem
2 Q0 CACM-1062 96 0.018786756 LuceneNoStopNoStem
2 Q0 CACM-1638 97 0.018786756 LuceneNoStopNoStem
2 Q0 CACM-1877 98 0.018752608 LuceneNoStopNoStem
2 Q0 CACM-2047 99 0.018752608 LuceneNoStopNoStem
2 Q0 CACM-2980 100 0.018752608 LuceneNoStopNoStem

For query: intermediate languages used in construction of multi targeted compilers tcoll

3 Q0 CACM-1988 1 0.15480186 LuceneNoStopNoStem
3 Q0 CACM-2061 2 0.13600342 LuceneNoStopNoStem
3 Q0 CACM-2112 3 0.13268732 LuceneNoStopNoStem
3 Q0 CACM-2921 4 0.11669746 LuceneNoStopNoStem
3 Q0 CACM-2579 5 0.1000276 LuceneNoStopNoStem
3 Q0 CACM-1154 6 0.095986575 LuceneNoStopNoStem
3 Q0 CACM-2666 7 0.089567155 LuceneNoStopNoStem
3 Q0 CACM-0252 8 0.08773818 LuceneNoStopNoStem
3 Q0 CACM-0799 9 0.08658363 LuceneNoStopNoStem
3 Q0 CACM-0265 10 0.08586553 LuceneNoStopNoStem
3 Q0 CACM-1496 11 0.08118549 LuceneNoStopNoStem
3 Q0 CACM-1387 12 0.07677091 LuceneNoStopNoStem
3 Q0 CACM-1386 13 0.07498371 LuceneNoStopNoStem
3 Q0 CACM-3115 14 0.07267639 LuceneNoStopNoStem
3 Q0 CACM-1223 15 0.07177974 LuceneNoStopNoStem
3 Q0 CACM-0205 16 0.07008669 LuceneNoStopNoStem
3 Q0 CACM-2411 17 0.07008669 LuceneNoStopNoStem
3 Q0 CACM-1723 18 0.07004428 LuceneNoStopNoStem
3 Q0 CACM-1565 19 0.06991683 LuceneNoStopNoStem
3 Q0 CACM-1029 20 0.06580363 LuceneNoStopNoStem
3 Q0 CACM-1533 21 0.062118545 LuceneNoStopNoStem
3 Q0 CACM-2886 22 0.061948463 LuceneNoStopNoStem
3 Q0 CACM-2939 23 0.061948463 LuceneNoStopNoStem
3 Q0 CACM-2732 24 0.06132585 LuceneNoStopNoStem
3 Q0 CACM-3030 25 0.06132585 LuceneNoStopNoStem
3 Q0 CACM-3093 26 0.06132585 LuceneNoStopNoStem
3 Q0 CACM-3102 27 0.06132585 LuceneNoStopNoStem
3 Q0 CACM-1787 28 0.061177228 LuceneNoStopNoStem
3 Q0 CACM-3099 29 0.060037952 LuceneNoStopNoStem
3 Q0 CACM-1350 30 0.057660766 LuceneNoStopNoStem
3 Q0 CACM-1852 31 0.057082206 LuceneNoStopNoStem
3 Q0 CACM-1788 32 0.055011716 LuceneNoStopNoStem
3 Q0 CACM-2534 33 0.055011716 LuceneNoStopNoStem
3 Q0 CACM-0637 34 0.054905552 LuceneNoStopNoStem
3 Q0 CACM-3130 35 0.05483636 LuceneNoStopNoStem
3 Q0 CACM-2867 36 0.05435373 LuceneNoStopNoStem
3 Q0 CACM-1484 37 0.053419888 LuceneNoStopNoStem
3 Q0 CACM-2138 38 0.052565016 LuceneNoStopNoStem
3 Q0 CACM-2929 39 0.052565016 LuceneNoStopNoStem
3 Q0 CACM-1304 40 0.052211568 LuceneNoStopNoStem
3 Q0 CACM-1976 41 0.05118262 LuceneNoStopNoStem
3 Q0 CACM-2684 42 0.050740927 LuceneNoStopNoStem
3 Q0 CACM-1807 43 0.050031625 LuceneNoStopNoStem
3 Q0 CACM-1457 44 0.04963035 LuceneNoStopNoStem
3 Q0 CACM-1835 45 0.04963035 LuceneNoStopNoStem
3 Q0 CACM-3105 46 0.048927605 LuceneNoStopNoStem
3 Q0 CACM-1947 47 0.04658891 LuceneNoStopNoStem
3 Q0 CACM-2746 48 0.04658891 LuceneNoStopNoStem
3 Q0 CACM-3124 49 0.04658891 LuceneNoStopNoStem
3 Q0 CACM-0303 50 0.045621604 LuceneNoStopNoStem
3 Q0 CACM-2558 51 0.045621604 LuceneNoStopNoStem
3 Q0 CACM-3171 52 0.045621604 LuceneNoStopNoStem
3 Q0 CACM-1135 53 0.044850945 LuceneNoStopNoStem
3 Q0 CACM-0062 54 0.04430299 LuceneNoStopNoStem
3 Q0 CACM-1521 55 0.04430299 LuceneNoStopNoStem
3 Q0 CACM-1003 56 0.043698017 LuceneNoStopNoStem
3 Q0 CACM-1572 57 0.043698017 LuceneNoStopNoStem
3 Q0 CACM-2424 58 0.043698017 LuceneNoStopNoStem
3 Q0 CACM-2542 59 0.043698017 LuceneNoStopNoStem
3 Q0 CACM-0929 60 0.043291815 LuceneNoStopNoStem
3 Q0 CACM-2652 61 0.0425403 LuceneNoStopNoStem
3 Q0 CACM-2873 62 0.0425403 LuceneNoStopNoStem
3 Q0 CACM-3144 63 0.041769255 LuceneNoStopNoStem
3 Q0 CACM-2254 64 0.040773004 LuceneNoStopNoStem
3 Q0 CACM-0464 65 0.040064916 LuceneNoStopNoStem
3 Q0 CACM-1162 66 0.040064916 LuceneNoStopNoStem
3 Q0 CACM-1456 67 0.040064916 LuceneNoStopNoStem
3 Q0 CACM-2718 68 0.040064916 LuceneNoStopNoStem
3 Q0 CACM-1194 69 0.03882409 LuceneNoStopNoStem
3 Q0 CACM-1671 70 0.03882409 LuceneNoStopNoStem
3 Q0 CACM-2210 71 0.03882409 LuceneNoStopNoStem
3 Q0 CACM-2820 72 0.03882409 LuceneNoStopNoStem
3 Q0 CACM-2990 73 0.03882409 LuceneNoStopNoStem
3 Q0 CACM-0077 74 0.03788034 LuceneNoStopNoStem
3 Q0 CACM-2587 75 0.03788034 LuceneNoStopNoStem
3 Q0 CACM-0661 76 0.036919158 LuceneNoStopNoStem
3 Q0 CACM-1134 77 0.036545813 LuceneNoStopNoStem
3 Q0 CACM-2470 78 0.036517546 LuceneNoStopNoStem
3 Q0 CACM-1402 79 0.034455724 LuceneNoStopNoStem
3 Q0 CACM-3077 80 0.034449577 LuceneNoStopNoStem
3 Q0 CACM-1309 81 0.034216203 LuceneNoStopNoStem
3 Q0 CACM-1348 82 0.034216203 LuceneNoStopNoStem
3 Q0 CACM-1869 83 0.034216203 LuceneNoStopNoStem
3 Q0 CACM-2320 84 0.034216203 LuceneNoStopNoStem
3 Q0 CACM-3101 85 0.034216203 LuceneNoStopNoStem
3 Q0 CACM-2341 86 0.03338743 LuceneNoStopNoStem
3 Q0 CACM-2372 87 0.03338743 LuceneNoStopNoStem
3 Q0 CACM-2603 88 0.032816883 LuceneNoStopNoStem
3 Q0 CACM-0051 89 0.032468863 LuceneNoStopNoStem
3 Q0 CACM-0100 90 0.032468863 LuceneNoStopNoStem
3 Q0 CACM-1313 91 0.032468863 LuceneNoStopNoStem
3 Q0 CACM-2066 92 0.032468863 LuceneNoStopNoStem
3 Q0 CACM-2316 93 0.03177481 LuceneNoStopNoStem
3 Q0 CACM-1392 94 0.03014876 LuceneNoStopNoStem
3 Q0 CACM-1658 95 0.03014876 LuceneNoStopNoStem
3 Q0 CACM-1783 96 0.03014876 LuceneNoStopNoStem
3 Q0 CACM-1611 97 0.029535325 LuceneNoStopNoStem
3 Q0 CACM-1746 98 0.029535325 LuceneNoStopNoStem
3 Q0 CACM-2136 99 0.029535325 LuceneNoStopNoStem
3 Q0 CACM-3189 100 0.029535325 LuceneNoStopNoStem

For query: i m interested in mechanisms for communicating between disjoint processes possibly but not exclusively in a distributed environment i would rather see descriptions of complete mechanisms with or without implementations as opposed to theoretical work on the abstract problem remote procedure calls and message passing are examples of my interests

4 Q0 CACM-2377 1 0.12942591 LuceneNoStopNoStem
4 Q0 CACM-3128 2 0.12929393 LuceneNoStopNoStem
4 Q0 CACM-1135 3 0.10840786 LuceneNoStopNoStem
4 Q0 CACM-3043 4 0.10663724 LuceneNoStopNoStem
4 Q0 CACM-2931 5 0.10020766 LuceneNoStopNoStem
4 Q0 CACM-2342 6 0.08052066 LuceneNoStopNoStem
4 Q0 CACM-3049 7 0.080100425 LuceneNoStopNoStem
4 Q0 CACM-2939 8 0.07920091 LuceneNoStopNoStem
4 Q0 CACM-2851 9 0.069610015 LuceneNoStopNoStem
4 Q0 CACM-2438 10 0.065606184 LuceneNoStopNoStem
4 Q0 CACM-0616 11 0.064697854 LuceneNoStopNoStem
4 Q0 CACM-2895 12 0.061194602 LuceneNoStopNoStem
4 Q0 CACM-2840 13 0.056699503 LuceneNoStopNoStem
4 Q0 CACM-2060 14 0.055994444 LuceneNoStopNoStem
4 Q0 CACM-3141 15 0.05568562 LuceneNoStopNoStem
4 Q0 CACM-2314 16 0.055616282 LuceneNoStopNoStem
4 Q0 CACM-2905 17 0.051501498 LuceneNoStopNoStem
4 Q0 CACM-2900 18 0.048523344 LuceneNoStopNoStem
4 Q0 CACM-2536 19 0.043150667 LuceneNoStopNoStem
4 Q0 CACM-2684 20 0.04141039 LuceneNoStopNoStem
4 Q0 CACM-2519 21 0.040731046 LuceneNoStopNoStem
4 Q0 CACM-1727 22 0.040589638 LuceneNoStopNoStem
4 Q0 CACM-1665 23 0.04022637 LuceneNoStopNoStem
4 Q0 CACM-2705 24 0.039976895 LuceneNoStopNoStem
4 Q0 CACM-2439 25 0.03892898 LuceneNoStopNoStem
4 Q0 CACM-3057 26 0.03874893 LuceneNoStopNoStem
4 Q0 CACM-2233 27 0.038709342 LuceneNoStopNoStem
4 Q0 CACM-1908 28 0.037570186 LuceneNoStopNoStem
4 Q0 CACM-2848 29 0.036568325 LuceneNoStopNoStem
4 Q0 CACM-2402 30 0.03601372 LuceneNoStopNoStem
4 Q0 CACM-1099 31 0.035733406 LuceneNoStopNoStem
4 Q0 CACM-1458 32 0.035538346 LuceneNoStopNoStem
4 Q0 CACM-3188 33 0.03500338 LuceneNoStopNoStem
4 Q0 CACM-1506 34 0.034619715 LuceneNoStopNoStem
4 Q0 CACM-1588 35 0.03364202 LuceneNoStopNoStem
4 Q0 CACM-2915 36 0.033459187 LuceneNoStopNoStem
4 Q0 CACM-1012 37 0.032464627 LuceneNoStopNoStem
4 Q0 CACM-1323 38 0.032280903 LuceneNoStopNoStem
4 Q0 CACM-3148 39 0.03209911 LuceneNoStopNoStem
4 Q0 CACM-2721 40 0.03131738 LuceneNoStopNoStem
4 Q0 CACM-1742 41 0.031260286 LuceneNoStopNoStem
4 Q0 CACM-2396 42 0.03091549 LuceneNoStopNoStem
4 Q0 CACM-2932 43 0.030908056 LuceneNoStopNoStem
4 Q0 CACM-2969 44 0.030628534 LuceneNoStopNoStem
4 Q0 CACM-1681 45 0.030020662 LuceneNoStopNoStem
4 Q0 CACM-2020 46 0.029970288 LuceneNoStopNoStem
4 Q0 CACM-2376 47 0.029881915 LuceneNoStopNoStem
4 Q0 CACM-1626 48 0.029493956 LuceneNoStopNoStem
4 Q0 CACM-2816 49 0.029276025 LuceneNoStopNoStem
4 Q0 CACM-1159 50 0.028819708 LuceneNoStopNoStem
4 Q0 CACM-2940 51 0.028197447 LuceneNoStopNoStem
4 Q0 CACM-1180 52 0.028091928 LuceneNoStopNoStem
4 Q0 CACM-3105 53 0.028036473 LuceneNoStopNoStem
4 Q0 CACM-1943 54 0.02790704 LuceneNoStopNoStem
4 Q0 CACM-2958 55 0.027373035 LuceneNoStopNoStem
4 Q0 CACM-2742 56 0.027261192 LuceneNoStopNoStem
4 Q0 CACM-1014 57 0.027255546 LuceneNoStopNoStem
4 Q0 CACM-2371 58 0.027057061 LuceneNoStopNoStem
4 Q0 CACM-2534 59 0.026915923 LuceneNoStopNoStem
4 Q0 CACM-2383 60 0.02688032 LuceneNoStopNoStem
4 Q0 CACM-1595 61 0.026837673 LuceneNoStopNoStem
4 Q0 CACM-2406 62 0.026527025 LuceneNoStopNoStem
4 Q0 CACM-2920 63 0.02645014 LuceneNoStopNoStem
4 Q0 CACM-2558 64 0.026116865 LuceneNoStopNoStem
4 Q0 CACM-1931 65 0.025995085 LuceneNoStopNoStem
4 Q0 CACM-2541 66 0.025785655 LuceneNoStopNoStem
4 Q0 CACM-3020 67 0.025634991 LuceneNoStopNoStem
4 Q0 CACM-0069 68 0.025378998 LuceneNoStopNoStem
4 Q0 CACM-2844 69 0.02521888 LuceneNoStopNoStem
4 Q0 CACM-1829 70 0.025082802 LuceneNoStopNoStem
4 Q0 CACM-2767 71 0.024722246 LuceneNoStopNoStem
4 Q0 CACM-0435 72 0.024706207 LuceneNoStopNoStem
4 Q0 CACM-2949 73 0.024486745 LuceneNoStopNoStem
4 Q0 CACM-0409 74 0.024209714 LuceneNoStopNoStem
4 Q0 CACM-3056 75 0.02388558 LuceneNoStopNoStem
4 Q0 CACM-1166 76 0.023443235 LuceneNoStopNoStem
4 Q0 CACM-2666 77 0.02337791 LuceneNoStopNoStem
4 Q0 CACM-2890 78 0.02334573 LuceneNoStopNoStem
4 Q0 CACM-1491 79 0.023196073 LuceneNoStopNoStem
4 Q0 CACM-2701 80 0.023163272 LuceneNoStopNoStem
4 Q0 CACM-3021 81 0.023140833 LuceneNoStopNoStem
4 Q0 CACM-1388 82 0.023101794 LuceneNoStopNoStem
4 Q0 CACM-1470 83 0.0229638 LuceneNoStopNoStem
4 Q0 CACM-2592 84 0.022817058 LuceneNoStopNoStem
4 Q0 CACM-2606 85 0.022576269 LuceneNoStopNoStem
4 Q0 CACM-1651 86 0.022516675 LuceneNoStopNoStem
4 Q0 CACM-1622 87 0.022272456 LuceneNoStopNoStem
4 Q0 CACM-1530 88 0.02227224 LuceneNoStopNoStem
4 Q0 CACM-1569 89 0.022202816 LuceneNoStopNoStem
4 Q0 CACM-2080 90 0.022164658 LuceneNoStopNoStem
4 Q0 CACM-3103 91 0.021819437 LuceneNoStopNoStem
4 Q0 CACM-2870 92 0.02139893 LuceneNoStopNoStem
4 Q0 CACM-1527 93 0.021378577 LuceneNoStopNoStem
4 Q0 CACM-1584 94 0.021156125 LuceneNoStopNoStem
4 Q0 CACM-1886 95 0.021060279 LuceneNoStopNoStem
4 Q0 CACM-1485 96 0.020626577 LuceneNoStopNoStem
4 Q0 CACM-2568 97 0.020490758 LuceneNoStopNoStem
4 Q0 CACM-2692 98 0.020467672 LuceneNoStopNoStem
4 Q0 CACM-2356 99 0.020444872 LuceneNoStopNoStem
4 Q0 CACM-0483 100 0.020175103 LuceneNoStopNoStem

For query: i d like papers on design and implementation of editing interfaces window managers command interpreters etc the essential issues are human interface design with views on improvements to user efficiency effectiveness and satisfaction

