Ranking (Top 100) for the queries in Cleaned_queries.txt in the format:
query_id Q0 doc_id rank Lucene_score system_name
2 Q0 CACM-0335 57 0.043171577 LuceneNoStopNoStem
2 Q0 CACM-1651 58 0.04306374 LuceneNoStopNoStem
2 Q0 CACM-2039 59 0.042593405 LuceneNoStopNoStem
2 Q0 CACM-1486 60 0.042246122 LuceneNoStopNoStem
2 Q0 CACM-2233 61 0.04166512 LuceneNoStopNoStem
2 Q0 CACM-2714 62 0.041049123 LuceneNoStopNoStem
2 Q0 CACM-1542 63 0.040619772 LuceneNoStopNoStem
2 Q0 CACM-1315 64 0.04037564 LuceneNoStopNoStem
2 Q0 CACM-1588 65 0.04026837 LuceneNoStopNoStem
2 Q0 CACM-2519 66 0.039275236 LuceneNoStopNoStem
2 Q0 CACM-2924 67 0.03843478 LuceneNoStopNoStem
2 Q0 CACM-0242 68 0.038407825 LuceneNoStopNoStem
2 Q0 CACM-1259 69 0.038309183 LuceneNoStopNoStem
2 Q0 CACM-2250 70 0.037999257 LuceneNoStopNoStem
2 Q0 CACM-2900 71 0.03793247 LuceneNoStopNoStem
2 Q0 CACM-1397 72 0.037862074 LuceneNoStopNoStem
2 Q0 CACM-3059 73 0.03786122 LuceneNoStopNoStem
2 Q0 CACM-0670 74 0.03773713 LuceneNoStopNoStem
2 Q0 CACM-2423 75 0.037552796 LuceneNoStopNoStem
2 Q0 CACM-3072 76 0.03749875 LuceneNoStopNoStem
2 Q0 CACM-1886 77 0.037429806 LuceneNoStopNoStem
2 Q0 CACM-2304 78 0.0371284 LuceneNoStopNoStem
2 Q0 CACM-1623 79 0.037101805 LuceneNoStopNoStem
2 Q0 CACM-3201 80 0.0369663 LuceneNoStopNoStem
2 Q0 CACM-2421 81 0.036744695 LuceneNoStopNoStem
2 Q0 CACM-3110 82 0.036651738 LuceneNoStopNoStem
2 Q0 CACM-3033 83 0.036188584 LuceneNoStopNoStem
2 Q0 CACM-3180 84 0.035992254 LuceneNoStopNoStem
2 Q0 CACM-1846 85 0.035667606 LuceneNoStopNoStem
2 Q0 CACM-1638 86 0.035509508 LuceneNoStopNoStem
2 Q0 CACM-2354 87 0.035400026 LuceneNoStopNoStem
2 Q0 CACM-1930 88 0.03536272 LuceneNoStopNoStem
2 Q0 CACM-3199 89 0.03523787 LuceneNoStopNoStem
2 Q0 CACM-1469 90 0.03521689 LuceneNoStopNoStem
2 Q0 CACM-2981 91 0.03516239 LuceneNoStopNoStem
2 Q0 CACM-2356 92 0.034671508 LuceneNoStopNoStem
2 Q0 CACM-1527 93 0.03462166 LuceneNoStopNoStem
2 Q0 CACM-2771 94 0.034373846 LuceneNoStopNoStem
2 Q0 CACM-2986 95 0.034138568 LuceneNoStopNoStem
2 Q0 CACM-1564 96 0.034046 LuceneNoStopNoStem
2 Q0 CACM-1166 97 0.034005668 LuceneNoStopNoStem
2 Q0 CACM-3047 98 0.03372939 LuceneNoStopNoStem
2 Q0 CACM-2486 99 0.033680044 LuceneNoStopNoStem
2 Q0 CACM-2402 100 0.033647485 LuceneNoStopNoStem

For query: intermediate languages used in construction of multi targeted compilers tcoll

3 Q0 CACM-1988 1 0.19517449 LuceneNoStopNoStem
3 Q0 CACM-2061 2 0.1690731 LuceneNoStopNoStem
3 Q0 CACM-2112 3 0.14896108 LuceneNoStopNoStem
3 Q0 CACM-1154 4 0.14630869 LuceneNoStopNoStem
3 Q0 CACM-2921 5 0.14031154 LuceneNoStopNoStem
3 Q0 CACM-0252 6 0.13691422 LuceneNoStopNoStem
3 Q0 CACM-1496 7 0.13526402 LuceneNoStopNoStem
3 Q0 CACM-0205 8 0.13029414 LuceneNoStopNoStem
3 Q0 CACM-2411 9 0.12846828 LuceneNoStopNoStem
3 Q0 CACM-3102 10 0.11535424 LuceneNoStopNoStem
3 Q0 CACM-1223 11 0.11436504 LuceneNoStopNoStem
3 Q0 CACM-3099 12 0.11351353 LuceneNoStopNoStem
3 Q0 CACM-1387 13 0.11196639 LuceneNoStopNoStem
3 Q0 CACM-1723 14 0.1110492 LuceneNoStopNoStem
3 Q0 CACM-2579 15 0.11010822 LuceneNoStopNoStem
3 Q0 CACM-0637 16 0.109340005 LuceneNoStopNoStem
3 Q0 CACM-0265 17 0.1090336 LuceneNoStopNoStem
3 Q0 CACM-3115 18 0.10683669 LuceneNoStopNoStem
3 Q0 CACM-3030 19 0.106752776 LuceneNoStopNoStem
3 Q0 CACM-1788 20 0.10668107 LuceneNoStopNoStem
3 Q0 CACM-1386 21 0.10590943 LuceneNoStopNoStem
3 Q0 CACM-3130 22 0.10465421 LuceneNoStopNoStem
3 Q0 CACM-1029 23 0.10462631 LuceneNoStopNoStem
3 Q0 CACM-1976 24 0.104429685 LuceneNoStopNoStem
3 Q0 CACM-0661 25 0.10405377 LuceneNoStopNoStem
3 Q0 CACM-1787 26 0.10151471 LuceneNoStopNoStem
3 Q0 CACM-3144 27 0.10052144 LuceneNoStopNoStem
3 Q0 CACM-2684 28 0.09990523 LuceneNoStopNoStem
3 Q0 CACM-3093 29 0.099588886 LuceneNoStopNoStem
3 Q0 CACM-2939 30 0.09916385 LuceneNoStopNoStem
3 Q0 CACM-2732 31 0.09887507 LuceneNoStopNoStem
3 Q0 CACM-1807 32 0.09881728 LuceneNoStopNoStem
3 Q0 CACM-0799 33 0.09857888 LuceneNoStopNoStem
3 Q0 CACM-2886 34 0.0981317 LuceneNoStopNoStem
3 Q0 CACM-1402 35 0.09747663 LuceneNoStopNoStem
3 Q0 CACM-2867 36 0.09719816 LuceneNoStopNoStem
3 Q0 CACM-2666 37 0.09694915 LuceneNoStopNoStem
3 Q0 CACM-0303 38 0.09680715 LuceneNoStopNoStem
3 Q0 CACM-1533 39 0.095017605 LuceneNoStopNoStem
3 Q0 CACM-1350 40 0.09313487 LuceneNoStopNoStem
3 Q0 CACM-1852 41 0.09058025 LuceneNoStopNoStem
3 Q0 CACM-3171 42 0.08965299 LuceneNoStopNoStem
3 Q0 CACM-2929 43 0.08889967 LuceneNoStopNoStem
3 Q0 CACM-1134 44 0.088835455 LuceneNoStopNoStem
3 Q0 CACM-1304 45 0.08855387 LuceneNoStopNoStem
3 Q0 CACM-2254 46 0.088244 LuceneNoStopNoStem
3 Q0 CACM-1947 47 0.088239156 LuceneNoStopNoStem
3 Q0 CACM-2138 48 0.08773842 LuceneNoStopNoStem
3 Q0 CACM-1746 49 0.08745418 LuceneNoStopNoStem
3 Q0 CACM-1611 50 0.08461242 LuceneNoStopNoStem
3 Q0 CACM-2746 51 0.08444455 LuceneNoStopNoStem
3 Q0 CACM-2603 52 0.084365934 LuceneNoStopNoStem
3 Q0 CACM-2534 53 0.08332743 LuceneNoStopNoStem
3 Q0 CACM-3124 54 0.08253038 LuceneNoStopNoStem
3 Q0 CACM-1484 55 0.08182515 LuceneNoStopNoStem
3 Q0 CACM-1135 56 0.08071287 LuceneNoStopNoStem
3 Q0 CACM-1835 57 0.080446415 LuceneNoStopNoStem
3 Q0 CACM-3105 58 0.079954885 LuceneNoStopNoStem
3 Q0 CACM-1783 59 0.07968273 LuceneNoStopNoStem
3 Q0 CACM-2210 60 0.079527535 LuceneNoStopNoStem
3 Q0 CACM-1003 61 0.07868904 LuceneNoStopNoStem
3 Q0 CACM-1392 62 0.07832669 LuceneNoStopNoStem
3 Q0 CACM-1565 63 0.078127414 LuceneNoStopNoStem
3 Q0 CACM-0464 64 0.07766317 LuceneNoStopNoStem
3 Q0 CACM-1457 65 0.07717759 LuceneNoStopNoStem
3 Q0 CACM-2652 66 0.07630156 LuceneNoStopNoStem
3 Q0 CACM-1572 67 0.07619335 LuceneNoStopNoStem
3 Q0 CACM-1309 68 0.07454199 LuceneNoStopNoStem
3 Q0 CACM-2316 69 0.074428126 LuceneNoStopNoStem
3 Q0 CACM-2295 70 0.07255518 LuceneNoStopNoStem
3 Q0 CACM-2990 71 0.07122796 LuceneNoStopNoStem
3 Q0 CACM-2424 72 0.071014926 LuceneNoStopNoStem
3 Q0 CACM-2873 73 0.07075575 LuceneNoStopNoStem
3 Q0 CACM-1456 74 0.06985109 LuceneNoStopNoStem
3 Q0 CACM-0070 75 0.06977357 LuceneNoStopNoStem
3 Q0 CACM-1671 76 0.06950251 LuceneNoStopNoStem
3 Q0 CACM-2111 77 0.069140926 LuceneNoStopNoStem
3 Q0 CACM-2718 78 0.06908482 LuceneNoStopNoStem
3 Q0 CACM-1194 79 0.06795128 LuceneNoStopNoStem
3 Q0 CACM-2140 80 0.06790895 LuceneNoStopNoStem
3 Q0 CACM-2372 81 0.06748297 LuceneNoStopNoStem
3 Q0 CACM-2470 82 0.067030646 LuceneNoStopNoStem
3 Q0 CACM-2542 83 0.066460036 LuceneNoStopNoStem
3 Q0 CACM-1062 84 0.06640227 LuceneNoStopNoStem
3 Q0 CACM-1007 85 0.06583689 LuceneNoStopNoStem
3 Q0 CACM-3077 86 0.0656903 LuceneNoStopNoStem
3 Q0 CACM-0051 87 0.06512594 LuceneNoStopNoStem
3 Q0 CACM-0077 88 0.06512594 LuceneNoStopNoStem
3 Q0 CACM-1313 89 0.06512594 LuceneNoStopNoStem
3 Q0 CACM-2587 90 0.06512594 LuceneNoStopNoStem
3 Q0 CACM-1348 91 0.0647011 LuceneNoStopNoStem
3 Q0 CACM-1366 92 0.06463569 LuceneNoStopNoStem
3 Q0 CACM-2871 93 0.06443788 LuceneNoStopNoStem
3 Q0 CACM-1323 94 0.06409489 LuceneNoStopNoStem
3 Q0 CACM-1459 95 0.06405026 LuceneNoStopNoStem
3 Q0 CACM-2629 96 0.06345932 LuceneNoStopNoStem
3 Q0 CACM-2517 97 0.062432267 LuceneNoStopNoStem
3 Q0 CACM-2341 98 0.062197216 LuceneNoStopNoStem
3 Q0 CACM-1314 99 0.061993934 LuceneNoStopNoStem
3 Q0 CACM-1306 100 0.0615851 LuceneNoStopNoStem

For query: i m interested in mechanisms for communicating between disjoint processes possibly but not exclusively in a distributed environment i would rather see descriptions of complete mechanisms with or without implementations as opposed to theoretical work on the abstract problem remote procedure calls and message passing are examples of my interests

4 Q0 CACM-2342 1 0.24481125 LuceneNoStopNoStem
4 Q0 CACM-2377 2 0.23289442 LuceneNoStopNoStem
4 Q0 CACM-2931 3 0.22926249 LuceneNoStopNoStem
4 Q0 CACM-3128 4 0.22127783 LuceneNoStopNoStem
4 Q0 CACM-1135 5 0.21293798 LuceneNoStopNoStem
4 Q0 CACM-2314 6 0.19959287 LuceneNoStopNoStem
4 Q0 CACM-2060 7 0.19496661 LuceneNoStopNoStem
4 Q0 CACM-2851 8 0.18927373 LuceneNoStopNoStem
4 Q0 CACM-3043 9 0.18901618 LuceneNoStopNoStem
4 Q0 CACM-2438 10 0.18727365 LuceneNoStopNoStem
4 Q0 CACM-0616 11 0.18674915 LuceneNoStopNoStem
4 Q0 CACM-2905 12 0.17783062 LuceneNoStopNoStem
4 Q0 CACM-3141 13 0.16980185 LuceneNoStopNoStem
4 Q0 CACM-2939 14 0.16195467 LuceneNoStopNoStem
4 Q0 CACM-2684 15 0.15935536 LuceneNoStopNoStem
4 Q0 CACM-2895 16 0.15934971 LuceneNoStopNoStem
4 Q0 CACM-1727 17 0.15911488 LuceneNoStopNoStem
4 Q0 CACM-3021 18 0.15287589 LuceneNoStopNoStem
4 Q0 CACM-1665 19 0.148214 LuceneNoStopNoStem
4 Q0 CACM-2900 20 0.14616595 LuceneNoStopNoStem
4 Q0 CACM-2848 21 0.14423034 LuceneNoStopNoStem
4 Q0 CACM-2969 22 0.14180037 LuceneNoStopNoStem
4 Q0 CACM-3103 23 0.14078927 LuceneNoStopNoStem
4 Q0 CACM-3105 24 0.13958141 LuceneNoStopNoStem
4 Q0 CACM-3049 25 0.13872568 LuceneNoStopNoStem
4 Q0 CACM-3148 26 0.13590914 LuceneNoStopNoStem
4 Q0 CACM-2439 27 0.13324194 LuceneNoStopNoStem
4 Q0 CACM-1145 28 0.13281241 LuceneNoStopNoStem
4 Q0 CACM-2519 29 0.13068032 LuceneNoStopNoStem
4 Q0 CACM-2233 30 0.13044336 LuceneNoStopNoStem
4 Q0 CACM-2721 31 0.12968016 LuceneNoStopNoStem
4 Q0 CACM-1253 32 0.12927762 LuceneNoStopNoStem
4 Q0 CACM-1323 33 0.12925921 LuceneNoStopNoStem
4 Q0 CACM-0409 34 0.12699682 LuceneNoStopNoStem
4 Q0 CACM-1458 35 0.12592028 LuceneNoStopNoStem
4 Q0 CACM-2705 36 0.122458085 LuceneNoStopNoStem
4 Q0 CACM-2916 37 0.12085442 LuceneNoStopNoStem
4 Q0 CACM-1470 38 0.116650335 LuceneNoStopNoStem
4 Q0 CACM-2376 39 0.11649519 LuceneNoStopNoStem
4 Q0 CACM-2949 40 0.11628386 LuceneNoStopNoStem
4 Q0 CACM-2840 41 0.11590304 LuceneNoStopNoStem
4 Q0 CACM-2767 42 0.1152589 LuceneNoStopNoStem
4 Q0 CACM-1742 43 0.11313548 LuceneNoStopNoStem
4 Q0 CACM-1588 44 0.112417735 LuceneNoStopNoStem
4 Q0 CACM-1908 45 0.112162545 LuceneNoStopNoStem
4 Q0 CACM-2080 46 0.111433625 LuceneNoStopNoStem
4 Q0 CACM-0724 47 0.109917514 LuceneNoStopNoStem
4 Q0 CACM-2929 48 0.10900916 LuceneNoStopNoStem
4 Q0 CACM-1651 49 0.10886089 LuceneNoStopNoStem
4 Q0 CACM-1530 50 0.1085781 LuceneNoStopNoStem
4 Q0 CACM-1846 51 0.10808058 LuceneNoStopNoStem
4 Q0 CACM-3056 52 0.10760852 LuceneNoStopNoStem
4 Q0 CACM-1829 53 0.10734461 LuceneNoStopNoStem
4 Q0 CACM-1180 54 0.1062276 LuceneNoStopNoStem
4 Q0 CACM-2406 55 0.10602779 LuceneNoStopNoStem
4 Q0 CACM-2865 56 0.10596556 LuceneNoStopNoStem
4 Q0 CACM-2940 57 0.10554454 LuceneNoStopNoStem
4 Q0 CACM-0321 58 0.10483215 LuceneNoStopNoStem
4 Q0 CACM-2890 59 0.104305826 LuceneNoStopNoStem
4 Q0 CACM-0435 60 0.104277305 LuceneNoStopNoStem
4 Q0 CACM-1014 61 0.10392179 LuceneNoStopNoStem
4 Q0 CACM-0243 62 0.103414 LuceneNoStopNoStem
4 Q0 CACM-3069 63 0.10298563 LuceneNoStopNoStem
4 Q0 CACM-2692 64 0.10296033 LuceneNoStopNoStem
4 Q0 CACM-1536 65 0.10240349 LuceneNoStopNoStem
4 Q0 CACM-2378 66 0.10229594 LuceneNoStopNoStem
4 Q0 CACM-1698 67 0.102169655 LuceneNoStopNoStem
4 Q0 CACM-2534 68 0.101619706 LuceneNoStopNoStem
4 Q0 CACM-2915 69 0.1014354 LuceneNoStopNoStem
4 Q0 CACM-1626 70 0.1008289 LuceneNoStopNoStem
4 Q0 CACM-1099 71 0.10045833 LuceneNoStopNoStem
4 Q0 CACM-1166 72 0.09997157 LuceneNoStopNoStem
4 Q0 CACM-1534 73 0.09991147 LuceneNoStopNoStem
4 Q0 CACM-1159 74 0.09985055 LuceneNoStopNoStem
4 Q0 CACM-3072 75 0.0994648 LuceneNoStopNoStem
4 Q0 CACM-3188 76 0.09899011 LuceneNoStopNoStem
4 Q0 CACM-1728 77 0.098987274 LuceneNoStopNoStem
4 Q0 CACM-1307 78 0.098954484 LuceneNoStopNoStem
4 Q0 CACM-1699 79 0.0989025 LuceneNoStopNoStem
4 Q0 CACM-1595 80 0.09874872 LuceneNoStopNoStem
4 Q0 CACM-2252 81 0.098495215 LuceneNoStopNoStem
4 Q0 CACM-2217 82 0.09844535 LuceneNoStopNoStem
4 Q0 CACM-2017 83 0.098171376 LuceneNoStopNoStem
4 Q0 CACM-3013 84 0.0981286 LuceneNoStopNoStem
4 Q0 CACM-3018 85 0.09809666 LuceneNoStopNoStem
4 Q0 CACM-2870 86 0.09784257 LuceneNoStopNoStem
4 Q0 CACM-1506 87 0.097479194 LuceneNoStopNoStem
4 Q0 CACM-2541 88 0.0968443 LuceneNoStopNoStem
4 Q0 CACM-3081 89 0.09675702 LuceneNoStopNoStem
4 Q0 CACM-2402 90 0.096497856 LuceneNoStopNoStem
4 Q0 CACM-1622 91 0.09620452 LuceneNoStopNoStem
4 Q0 CACM-1886 92 0.09612119 LuceneNoStopNoStem
4 Q0 CACM-3064 93 0.09611447 LuceneNoStopNoStem
4 Q0 CACM-2742 94 0.09601044 LuceneNoStopNoStem
4 Q0 CACM-1550 95 0.09589252 LuceneNoStopNoStem
4 Q0 CACM-1083 96 0.095670715 LuceneNoStopNoStem
4 Q0 CACM-2092 97 0.094995186 LuceneNoStopNoStem
4 Q0 CACM-2396 98 0.09497773 LuceneNoStopNoStem
4 Q0 CACM-2196 99 0.09416313 LuceneNoStopNoStem
4 Q0 CACM-2932 100 0.09414732 LuceneNoStopNoStem

For query: i d like papers on design and implementation of editing interfaces window managers command interpreters etc the essential issues are human interface design with views on improvements to user efficiency effectiveness and satisfaction

5 Q0 CACM-2035 1 0.28404617 LuceneNoStopNoStem
