Ranking (Top 100) for the queries in Cleaned_queries.txt in the format:
query_id Q0 doc_id rank Lucene_score system_name
1 Q0 CACM-2064 47 0.17478368 LuceneStopNoStem
1 Q0 CACM-2629 48 0.17397651 LuceneStopNoStem
1 Q0 CACM-1938 49 0.17210047 LuceneStopNoStem
1 Q0 CACM-1902 50 0.17125234 LuceneStopNoStem
1 Q0 CACM-2541 51 0.16828659 LuceneStopNoStem
1 Q0 CACM-1195 52 0.16781521 LuceneStopNoStem
1 Q0 CACM-1533 53 0.16781521 LuceneStopNoStem
1 Q0 CACM-202 54 0.16781521 LuceneStopNoStem
1 Q0 CACM-1652 55 0.16551764 LuceneStopNoStem
1 Q0 CACM-2065 56 0.16551764 LuceneStopNoStem
1 Q0 CACM-2522 57 0.16498807 LuceneStopNoStem
1 Q0 CACM-3090 58 0.16498807 LuceneStopNoStem
1 Q0 CACM-1923 59 0.16385409 LuceneStopNoStem
1 Q0 CACM-92 60 0.16385409 LuceneStopNoStem
1 Q0 CACM-3087 61 0.16356179 LuceneStopNoStem
1 Q0 CACM-2777 62 0.16288821 LuceneStopNoStem
1 Q0 CACM-2092 63 0.16217351 LuceneStopNoStem
1 Q0 CACM-1087 64 0.16145825 LuceneStopNoStem
1 Q0 CACM-2069 65 0.16145825 LuceneStopNoStem
1 Q0 CACM-2796 66 0.16145825 LuceneStopNoStem
1 Q0 CACM-2319 67 0.16116922 LuceneStopNoStem
1 Q0 CACM-2105 68 0.15734671 LuceneStopNoStem
1 Q0 CACM-2535 69 0.15734671 LuceneStopNoStem
1 Q0 CACM-2624 70 0.15734671 LuceneStopNoStem
1 Q0 CACM-2878 71 0.15734671 LuceneStopNoStem
1 Q0 CACM-2378 72 0.15552591 LuceneStopNoStem
1 Q0 CACM-972 73 0.15552591 LuceneStopNoStem
1 Q0 CACM-2370 74 0.1552962 LuceneStopNoStem
1 Q0 CACM-3174 75 0.1552962 LuceneStopNoStem
1 Q0 CACM-671 76 0.1552962 LuceneStopNoStem
1 Q0 CACM-1247 77 0.15508515 LuceneStopNoStem
1 Q0 CACM-2184 78 0.15508515 LuceneStopNoStem
1 Q0 CACM-2950 79 0.15508515 LuceneStopNoStem
1 Q0 CACM-1334 80 0.15259692 LuceneStopNoStem
1 Q0 CACM-2622 81 0.15252776 LuceneStopNoStem
1 Q0 CACM-1170 82 0.14903723 LuceneStopNoStem
1 Q0 CACM-1697 83 0.14903723 LuceneStopNoStem
1 Q0 CACM-3026 84 0.14903723 LuceneStopNoStem
1 Q0 CACM-696 85 0.14903723 LuceneStopNoStem
1 Q0 CACM-2219 86 0.14817294 LuceneStopNoStem
1 Q0 CACM-2597 87 0.14817294 LuceneStopNoStem
1 Q0 CACM-2868 88 0.14817294 LuceneStopNoStem
1 Q0 CACM-1462 89 0.14770982 LuceneStopNoStem
1 Q0 CACM-1747 90 0.14753932 LuceneStopNoStem
1 Q0 CACM-1853 91 0.14641468 LuceneStopNoStem
1 Q0 CACM-2840 92 0.14641468 LuceneStopNoStem
1 Q0 CACM-1711 93 0.14628157 LuceneStopNoStem
1 Q0 CACM-2536 94 0.14271027 LuceneStopNoStem
1 Q0 CACM-1010 95 0.14127597 LuceneStopNoStem
1 Q0 CACM-1199 96 0.14127597 LuceneStopNoStem
1 Q0 CACM-1255 97 0.14127597 LuceneStopNoStem
1 Q0 CACM-276 98 0.14127597 LuceneStopNoStem
1 Q0 CACM-698 99 0.14127597 LuceneStopNoStem
1 Q0 CACM-1391 100 0.14044636 LuceneStopNoStem

For query: code optim for space effici

2 Q0 CACM-2748 1 0.66814697 LuceneStopNoStem
2 Q0 CACM-2491 2 0.6482463 LuceneStopNoStem
2 Q0 CACM-2701 3 0.46911788 LuceneStopNoStem
2 Q0 CACM-2033 4 0.4622833 LuceneStopNoStem
2 Q0 CACM-2530 5 0.4399488 LuceneStopNoStem
2 Q0 CACM-1795 6 0.42361224 LuceneStopNoStem
2 Q0 CACM-2559 7 0.40892395 LuceneStopNoStem
2 Q0 CACM-2801 8 0.40130022 LuceneStopNoStem
2 Q0 CACM-1947 9 0.39696935 LuceneStopNoStem
2 Q0 CACM-1886 10 0.390838 LuceneStopNoStem
2 Q0 CACM-2897 11 0.38757265 LuceneStopNoStem
2 Q0 CACM-2716 12 0.3838148 LuceneStopNoStem
2 Q0 CACM-2495 13 0.37464768 LuceneStopNoStem
2 Q0 CACM-2944 14 0.3734559 LuceneStopNoStem
2 Q0 CACM-1807 15 0.3620189 LuceneStopNoStem
2 Q0 CACM-2680 16 0.3618624 LuceneStopNoStem
2 Q0 CACM-3103 17 0.36058652 LuceneStopNoStem
2 Q0 CACM-2856 18 0.35553247 LuceneStopNoStem
2 Q0 CACM-3005 19 0.3454017 LuceneStopNoStem
2 Q0 CACM-2598 20 0.31546688 LuceneStopNoStem
2 Q0 CACM-2586 21 0.2995391 LuceneStopNoStem
2 Q0 CACM-2722 22 0.2884692 LuceneStopNoStem
2 Q0 CACM-1542 23 0.27750146 LuceneStopNoStem
2 Q0 CACM-3129 24 0.26874763 LuceneStopNoStem
2 Q0 CACM-3033 25 0.26277897 LuceneStopNoStem
2 Q0 CACM-1195 26 0.25596598 LuceneStopNoStem
2 Q0 CACM-2904 27 0.25575304 LuceneStopNoStem
2 Q0 CACM-2648 28 0.25416732 LuceneStopNoStem
2 Q0 CACM-3106 29 0.25241056 LuceneStopNoStem
2 Q0 CACM-3099 30 0.24798091 LuceneStopNoStem
2 Q0 CACM-2885 31 0.24469125 LuceneStopNoStem
2 Q0 CACM-2816 32 0.24338716 LuceneStopNoStem
2 Q0 CACM-3080 33 0.23963127 LuceneStopNoStem
2 Q0 CACM-1235 34 0.23527625 LuceneStopNoStem
2 Q0 CACM-2834 35 0.2343778 LuceneStopNoStem
2 Q0 CACM-3171 36 0.23094589 LuceneStopNoStem
2 Q0 CACM-2314 37 0.22686237 LuceneStopNoStem
2 Q0 CACM-2490 38 0.22607341 LuceneStopNoStem
2 Q0 CACM-1694 39 0.22531088 LuceneStopNoStem
2 Q0 CACM-940 40 0.22531088 LuceneStopNoStem
2 Q0 CACM-2537 41 0.22103868 LuceneStopNoStem
2 Q0 CACM-867 42 0.213305 LuceneStopNoStem
2 Q0 CACM-2253 43 0.21180612 LuceneStopNoStem
2 Q0 CACM-2819 44 0.21180612 LuceneStopNoStem
2 Q0 CACM-1066 45 0.20691964 LuceneStopNoStem
2 Q0 CACM-2929 46 0.20667966 LuceneStopNoStem
2 Q0 CACM-1223 47 0.2044822 LuceneStopNoStem
2 Q0 CACM-3057 48 0.20284463 LuceneStopNoStem
2 Q0 CACM-1901 49 0.19454807 LuceneStopNoStem
2 Q0 CACM-2863 50 0.19340885 LuceneStopNoStem
2 Q0 CACM-2623 51 0.19318828 LuceneStopNoStem
2 Q0 CACM-124 52 0.19124666 LuceneStopNoStem
2 Q0 CACM-1651 53 0.18807882 LuceneStopNoStem
2 Q0 CACM-3113 54 0.18581279 LuceneStopNoStem
2 Q0 CACM-2787 55 0.18513231 LuceneStopNoStem
2 Q0 CACM-2858 56 0.18268074 LuceneStopNoStem
2 Q0 CACM-1088 57 0.17972344 LuceneStopNoStem
2 Q0 CACM-1564 58 0.1788949 LuceneStopNoStem
2 Q0 CACM-2753 59 0.17064399 LuceneStopNoStem
2 Q0 CACM-3001 60 0.16573012 LuceneStopNoStem
2 Q0 CACM-3110 61 0.16573012 LuceneStopNoStem
2 Q0 CACM-405 62 0.16573012 LuceneStopNoStem
2 Q0 CACM-3072 63 0.16560987 LuceneStopNoStem
2 Q0 CACM-2185 64 0.1639257 LuceneStopNoStem
2 Q0 CACM-322 65 0.1639257 LuceneStopNoStem
2 Q0 CACM-2437 66 0.16333216 LuceneStopNoStem
2 Q0 CACM-2423 67 0.16099489 LuceneStopNoStem
2 Q0 CACM-2081 68 0.16093636 LuceneStopNoStem
2 Q0 CACM-2276 69 0.16093636 LuceneStopNoStem
2 Q0 CACM-2500 70 0.16093636 LuceneStopNoStem
2 Q0 CACM-1552 71 0.16011216 LuceneStopNoStem
2 Q0 CACM-3074 72 0.16011216 LuceneStopNoStem
2 Q0 CACM-1974 73 0.14976954 LuceneStopNoStem
2 Q0 CACM-2433 74 0.14976954 LuceneStopNoStem
2 Q0 CACM-3054 75 0.14826429 LuceneStopNoStem
2 Q0 CACM-2720 76 0.14574453 LuceneStopNoStem
2 Q0 CACM-2903 77 0.14574453 LuceneStopNoStem
2 Q0 CACM-2451 78 0.14292458 LuceneStopNoStem
2 Q0 CACM-2464 79 0.13761951 LuceneStopNoStem
2 Q0 CACM-1738 80 0.13660476 LuceneStopNoStem
2 Q0 CACM-2064 81 0.13660476 LuceneStopNoStem
2 Q0 CACM-2202 82 0.13660476 LuceneStopNoStem
2 Q0 CACM-3027 83 0.13660476 LuceneStopNoStem
2 Q0 CACM-849 84 0.13599046 LuceneStopNoStem
2 Q0 CACM-2734 85 0.13187614 LuceneStopNoStem
2 Q0 CACM-2855 86 0.13187614 LuceneStopNoStem
2 Q0 CACM-1134 87 0.13125032 LuceneStopNoStem
2 Q0 CACM-2651 88 0.13125032 LuceneStopNoStem
2 Q0 CACM-3114 89 0.13125032 LuceneStopNoStem
2 Q0 CACM-2374 90 0.12874907 LuceneStopNoStem
2 Q0 CACM-2524 91 0.12874907 LuceneStopNoStem
2 Q0 CACM-2857 92 0.12874907 LuceneStopNoStem
2 Q0 CACM-2998 93 0.12874907 LuceneStopNoStem
2 Q0 CACM-3041 94 0.12874907 LuceneStopNoStem
2 Q0 CACM-3067 95 0.12505901 LuceneStopNoStem
2 Q0 CACM-3112 96 0.12249912 LuceneStopNoStem
2 Q0 CACM-2142 97 0.116595626 LuceneStopNoStem
2 Q0 CACM-2711 98 0.11591779 LuceneStopNoStem
2 Q0 CACM-2078 99 0.11357577 LuceneStopNoStem
2 Q0 CACM-2389 100 0.11357577 LuceneStopNoStem

For query: parallel algorithm

3 Q0 CACM-2973 1 0.9318786 LuceneStopNoStem
3 Q0 CACM-950 2 0.9111619 LuceneStopNoStem
3 Q0 CACM-2785 3 0.8841634 LuceneStopNoStem
3 Q0 CACM-2433 4 0.8398582 LuceneStopNoStem
3 Q0 CACM-2266 5 0.83962065 LuceneStopNoStem
3 Q0 CACM-2714 6 0.8194402 LuceneStopNoStem
3 Q0 CACM-3075 7 0.6996839 LuceneStopNoStem
3 Q0 CACM-3156 8 0.68512976 LuceneStopNoStem
3 Q0 CACM-2401 9 0.6678658 LuceneStopNoStem
3 Q0 CACM-2195 10 0.645367 LuceneStopNoStem
3 Q0 CACM-2557 11 0.6442887 LuceneStopNoStem
3 Q0 CACM-2289 12 0.6431537 LuceneStopNoStem
3 Q0 CACM-2570 13 0.5369073 LuceneStopNoStem
3 Q0 CACM-1601 14 0.515762 LuceneStopNoStem
3 Q0 CACM-3175 15 0.4746718 LuceneStopNoStem
3 Q0 CACM-2838 16 0.4138569 LuceneStopNoStem
3 Q0 CACM-2685 17 0.41373515 LuceneStopNoStem
3 Q0 CACM-1262 18 0.4094916 LuceneStopNoStem
3 Q0 CACM-141 19 0.4094916 LuceneStopNoStem
3 Q0 CACM-2664 20 0.4094916 LuceneStopNoStem
3 Q0 CACM-2700 21 0.4094916 LuceneStopNoStem
3 Q0 CACM-392 22 0.4094916 LuceneStopNoStem
3 Q0 CACM-1959 23 0.39555985 LuceneStopNoStem
3 Q0 CACM-2114 24 0.39555985 LuceneStopNoStem
3 Q0 CACM-2515 25 0.39555985 LuceneStopNoStem
3 Q0 CACM-1468 26 0.3872202 LuceneStopNoStem
3 Q0 CACM-1613 27 0.3872202 LuceneStopNoStem
3 Q0 CACM-1158 28 0.38607237 LuceneStopNoStem
3 Q0 CACM-2692 29 0.37015933 LuceneStopNoStem
3 Q0 CACM-1811 30 0.36113763 LuceneStopNoStem
3 Q0 CACM-1302 31 0.341243 LuceneStopNoStem
3 Q0 CACM-1795 32 0.341243 LuceneStopNoStem
3 Q0 CACM-1957 33 0.31644785 LuceneStopNoStem
3 Q0 CACM-2851 34 0.30521703 LuceneStopNoStem
3 Q0 CACM-3059 35 0.2955251 LuceneStopNoStem
3 Q0 CACM-2895 36 0.28955427 LuceneStopNoStem
3 Q0 CACM-46 37 0.28955427 LuceneStopNoStem
3 Q0 CACM-2060 38 0.27970302 LuceneStopNoStem
3 Q0 CACM-1367 39 0.2729944 LuceneStopNoStem
3 Q0 CACM-1569 40 0.2729944 LuceneStopNoStem
3 Q0 CACM-1828 41 0.2729944 LuceneStopNoStem
3 Q0 CACM-2660 42 0.2729944 LuceneStopNoStem
3 Q0 CACM-2342 43 0.2670649 LuceneStopNoStem
3 Q0 CACM-1008 44 0.2388701 LuceneStopNoStem
3 Q0 CACM-1341 45 0.2388701 LuceneStopNoStem
3 Q0 CACM-2182 46 0.2388701 LuceneStopNoStem
3 Q0 CACM-2311 47 0.2388701 LuceneStopNoStem
3 Q0 CACM-3194 48 0.2388701 LuceneStopNoStem
3 Q0 CACM-1846 49 0.23642008 LuceneStopNoStem
3 Q0 CACM-2175 50 0.23642008 LuceneStopNoStem
3 Q0 CACM-2865 51 0.23642008 LuceneStopNoStem
3 Q0 CACM-2896 52 0.23642008 LuceneStopNoStem
3 Q0 CACM-1747 53 0.20686758 LuceneStopNoStem
3 Q0 CACM-1536 54 0.2047458 LuceneStopNoStem
3 Q0 CACM-1554 55 0.2047458 LuceneStopNoStem
3 Q0 CACM-2514 56 0.2047458 LuceneStopNoStem
3 Q0 CACM-2727 57 0.2047458 LuceneStopNoStem
3 Q0 CACM-2952 58 0.2047458 LuceneStopNoStem
3 Q0 CACM-3044 59 0.2047458 LuceneStopNoStem
3 Q0 CACM-2723 60 0.19777992 LuceneStopNoStem
3 Q0 CACM-2080 61 0.19303618 LuceneStopNoStem
3 Q0 CACM-1200 62 0.1706215 LuceneStopNoStem
3 Q0 CACM-1325 63 0.1706215 LuceneStopNoStem
3 Q0 CACM-1409 64 0.1706215 LuceneStopNoStem
3 Q0 CACM-1603 65 0.1706215 LuceneStopNoStem
3 Q0 CACM-2898 66 0.1706215 LuceneStopNoStem
3 Q0 CACM-2967 67 0.1706215 LuceneStopNoStem
3 Q0 CACM-3120 68 0.1706215 LuceneStopNoStem
3 Q0 CACM-320 69 0.1706215 LuceneStopNoStem
3 Q0 CACM-1854 70 0.16890666 LuceneStopNoStem
3 Q0 CACM-2740 71 0.16890666 LuceneStopNoStem
3 Q0 CACM-3073 72 0.14477713 LuceneStopNoStem
3 Q0 CACM-1928 73 0.1364972 LuceneStopNoStem
3 Q0 CACM-1960 74 0.1364972 LuceneStopNoStem
3 Q0 CACM-2376 75 0.1364972 LuceneStopNoStem
3 Q0 CACM-2497 76 0.1364972 LuceneStopNoStem
3 Q0 CACM-1471 77 0.11943505 LuceneStopNoStem
3 Q0 CACM-1380 78 0.1023729 LuceneStopNoStem
3 Q0 CACM-371 79 0.094079524 LuceneStopNoStem
3 Q0 CACM-199 80 0.09217873 LuceneStopNoStem
3 Q0 CACM-2283 81 0.09217873 LuceneStopNoStem
3 Q0 CACM-2509 82 0.09217873 LuceneStopNoStem
3 Q0 CACM-1559 83 0.08690694 LuceneStopNoStem
3 Q0 CACM-2090 84 0.08690694 LuceneStopNoStem
3 Q0 CACM-2430 85 0.08690694 LuceneStopNoStem
3 Q0 CACM-2490 86 0.07982913 LuceneStopNoStem
3 Q0 CACM-1560 87 0.076815605 LuceneStopNoStem
3 Q0 CACM-1954 88 0.076815605 LuceneStopNoStem
3 Q0 CACM-1961 89 0.076815605 LuceneStopNoStem
3 Q0 CACM-1990 90 0.076815605 LuceneStopNoStem
3 Q0 CACM-2030 91 0.076815605 LuceneStopNoStem
3 Q0 CACM-2426 92 0.076815605 LuceneStopNoStem
3 Q0 CACM-2464 93 0.076815605 LuceneStopNoStem
3 Q0 CACM-2472 94 0.076815605 LuceneStopNoStem
3 Q0 CACM-2510 95 0.076815605 LuceneStopNoStem
3 Q0 CACM-2226 96 0.076043576 LuceneStopNoStem
3 Q0 CACM-2904 97 0.076043576 LuceneStopNoStem
3 Q0 CACM-2520 98 0.07526362 LuceneStopNoStem
3 Q0 CACM-2630 99 0.07287368 LuceneStopNoStem
3 Q0 CACM-3151 100 0.07287368 LuceneStopNoStem

For query: distribut comput structur and algorithm

4 Q0 CACM-2276 1 0.61923695 LuceneStopNoStem
4 Q0 CACM-3135 2 0.5045778 LuceneStopNoStem
4 Q0 CACM-2454 3 0.47976124 LuceneStopNoStem
4 Q0 CACM-2914 4 0.4616566 LuceneStopNoStem
4 Q0 CACM-1733 5 0.447921 LuceneStopNoStem
4 Q0 CACM-1941 6 0.447921 LuceneStopNoStem
4 Q0 CACM-3082 7 0.4446134 LuceneStopNoStem
4 Q0 CACM-2549 8 0.4082464 LuceneStopNoStem
4 Q0 CACM-2090 9 0.39405298 LuceneStopNoStem
4 Q0 CACM-2216 10 0.38866913 LuceneStopNoStem
4 Q0 CACM-2969 11 0.378561 LuceneStopNoStem
4 Q0 CACM-241 12 0.370776 LuceneStopNoStem
4 Q0 CACM-2406 13 0.3617282 LuceneStopNoStem
4 Q0 CACM-1778 14 0.3583368 LuceneStopNoStem
4 Q0 CACM-2949 15 0.33871812 LuceneStopNoStem
4 Q0 CACM-711 16 0.33297193 LuceneStopNoStem
4 Q0 CACM-2926 17 0.32832158 LuceneStopNoStem
4 Q0 CACM-3131 18 0.3180027 LuceneStopNoStem
4 Q0 CACM-2261 19 0.317808 LuceneStopNoStem
4 Q0 CACM-3084 20 0.317808 LuceneStopNoStem
4 Q0 CACM-3137 21 0.317808 LuceneStopNoStem
4 Q0 CACM-2098 22 0.31392896 LuceneStopNoStem
4 Q0 CACM-2862 23 0.3112265 LuceneStopNoStem
4 Q0 CACM-2767 24 0.30826163 LuceneStopNoStem
4 Q0 CACM-3165 25 0.30225676 LuceneStopNoStem
4 Q0 CACM-2402 26 0.30220765 LuceneStopNoStem
4 Q0 CACM-1714 27 0.29913482 LuceneStopNoStem
4 Q0 CACM-2123 28 0.29913482 LuceneStopNoStem
4 Q0 CACM-2259 29 0.29913482 LuceneStopNoStem
4 Q0 CACM-2427 30 0.29913482 LuceneStopNoStem
4 Q0 CACM-2565 31 0.29913482 LuceneStopNoStem
4 Q0 CACM-2250 32 0.29684857 LuceneStopNoStem
4 Q0 CACM-2081 33 0.29680413 LuceneStopNoStem
4 Q0 CACM-1433 34 0.28987738 LuceneStopNoStem
4 Q0 CACM-2890 35 0.28960425 LuceneStopNoStem
4 Q0 CACM-1951 36 0.28538597 LuceneStopNoStem
4 Q0 CACM-2849 37 0.28538597 LuceneStopNoStem
4 Q0 CACM-2936 38 0.28345114 LuceneStopNoStem
4 Q0 CACM-2686 39 0.27984822 LuceneStopNoStem
4 Q0 CACM-3072 40 0.2778737 LuceneStopNoStem
4 Q0 CACM-1584 41 0.2774766 LuceneStopNoStem
4 Q0 CACM-1918 42 0.2774766 LuceneStopNoStem
4 Q0 CACM-3151 43 0.2732439 LuceneStopNoStem
4 Q0 CACM-2004 44 0.27257162 LuceneStopNoStem
4 Q0 CACM-1716 45 0.26875263 LuceneStopNoStem
4 Q0 CACM-1894 46 0.26875263 LuceneStopNoStem
4 Q0 CACM-1944 47 0.26875263 LuceneStopNoStem
4 Q0 CACM-2828 48 0.2640072 LuceneStopNoStem
4 Q0 CACM-1072 49 0.26375854 LuceneStopNoStem
4 Q0 CACM-2057 50 0.26174298 LuceneStopNoStem
4 Q0 CACM-1431 51 0.25932813 LuceneStopNoStem
4 Q0 CACM-3032 52 0.25494665 LuceneStopNoStem
4 Q0 CACM-2371 53 0.24059868 LuceneStopNoStem
4 Q0 CACM-1885 54 0.23533224 LuceneStopNoStem
4 Q0 CACM-2924 55 0.23533224 LuceneStopNoStem
4 Q0 CACM-2816 56 0.23451541 LuceneStopNoStem
4 Q0 CACM-2481 57 0.2336465 LuceneStopNoStem
4 Q0 CACM-3148 58 0.23061752 LuceneStopNoStem
4 Q0 CACM-2032 59 0.23006639 LuceneStopNoStem
4 Q0 CACM-2313 60 0.22965552 LuceneStopNoStem
4 Q0 CACM-2349 61 0.22435112 LuceneStopNoStem
4 Q0 CACM-1081 62 0.22198129 LuceneStopNoStem
4 Q0 CACM-1583 63 0.22198129 LuceneStopNoStem
4 Q0 CACM-1780 64 0.22198129 LuceneStopNoStem
4 Q0 CACM-2333 65 0.22198129 LuceneStopNoStem
4 Q0 CACM-2334 66 0.22198129 LuceneStopNoStem
4 Q0 CACM-2548 67 0.22198129 LuceneStopNoStem
4 Q0 CACM-2566 68 0.22198129 LuceneStopNoStem
4 Q0 CACM-3138 69 0.22007194 LuceneStopNoStem
4 Q0 CACM-1727 70 0.21930516 LuceneStopNoStem
4 Q0 CACM-1003 71 0.21856903 LuceneStopNoStem
4 Q0 CACM-2812 72 0.21582283 LuceneStopNoStem
4 Q0 CACM-2798 73 0.21523917 LuceneStopNoStem
4 Q0 CACM-1604 74 0.20990364 LuceneStopNoStem
4 Q0 CACM-2249 75 0.20990364 LuceneStopNoStem
4 Q0 CACM-2483 76 0.2033951 LuceneStopNoStem
4 Q0 CACM-2433 77 0.2027362 LuceneStopNoStem
4 Q0 CACM-1305 78 0.20172662 LuceneStopNoStem
4 Q0 CACM-2212 79 0.20163791 LuceneStopNoStem
4 Q0 CACM-2113 80 0.2015206 LuceneStopNoStem
4 Q0 CACM-2925 81 0.20018438 LuceneStopNoStem
4 Q0 CACM-2649 82 0.19961137 LuceneStopNoStem
4 Q0 CACM-1745 83 0.1948204 LuceneStopNoStem
4 Q0 CACM-1157 84 0.19423363 LuceneStopNoStem
4 Q0 CACM-1920 85 0.19423363 LuceneStopNoStem
4 Q0 CACM-2025 86 0.19423363 LuceneStopNoStem
4 Q0 CACM-3141 87 0.19327308 LuceneStopNoStem
4 Q0 CACM-1844 88 0.1889447 LuceneStopNoStem
4 Q0 CACM-2065 89 0.18826222 LuceneStopNoStem
4 Q0 CACM-2802 90 0.18826222 LuceneStopNoStem
4 Q0 CACM-1987 91 0.18695927 LuceneStopNoStem
4 Q0 CACM-2667 92 0.1869172 LuceneStopNoStem
4 Q0 CACM-2195 93 0.18631488 LuceneStopNoStem
4 Q0 CACM-2274 94 0.18631488 LuceneStopNoStem
4 Q0 CACM-2287 95 0.18631488 LuceneStopNoStem
4 Q0 CACM-2078 96 0.18511675 LuceneStopNoStem
4 Q0 CACM-3010 97 0.18511675 LuceneStopNoStem
4 Q0 CACM-2987 98 0.1845715 LuceneStopNoStem
4 Q0 CACM-2954 99 0.18440267 LuceneStopNoStem
4 Q0 CACM-2453 100 0.18399578 LuceneStopNoStem

For query: appli stochast process

5 Q0 CACM-1696 1 0.37093884 LuceneStopNoStem
5 Q0 CACM-1410 2 0.3602434 LuceneStopNoStem
5 Q0 CACM-2535 3 0.3602434 LuceneStopNoStem
5 Q0 CACM-268 4 0.31794757 LuceneStopNoStem
5 Q0 CACM-1233 5 0.30616724 LuceneStopNoStem
5 Q0 CACM-1194 6 0.30280742 LuceneStopNoStem
5 Q0 CACM-2065 7 0.28752255 LuceneStopNoStem
5 Q0 CACM-20 8 0.26970717 LuceneStopNoStem
5 Q0 CACM-3020 9 0.2383897 LuceneStopNoStem
5 Q0 CACM-3120 10 0.23656806 LuceneStopNoStem
5 Q0 CACM-2523 11 0.22962543 LuceneStopNoStem
5 Q0 CACM-1892 12 0.22397922 LuceneStopNoStem
5 Q0 CACM-1359 13 0.223581 LuceneStopNoStem
5 Q0 CACM-3059 14 0.20884004 LuceneStopNoStem
5 Q0 CACM-1180 15 0.20228037 LuceneStopNoStem
5 Q0 CACM-1637 16 0.20228037 LuceneStopNoStem
5 Q0 CACM-3013 17 0.20228037 LuceneStopNoStem
5 Q0 CACM-78 18 0.20228037 LuceneStopNoStem
5 Q0 CACM-1216 19 0.19135454 LuceneStopNoStem
5 Q0 CACM-2396 20 0.1788648 LuceneStopNoStem
5 Q0 CACM-3153 21 0.17248172 LuceneStopNoStem
5 Q0 CACM-1169 22 0.16856699 LuceneStopNoStem
5 Q0 CACM-1307 23 0.16856699 LuceneStopNoStem
5 Q0 CACM-1925 24 0.16856699 LuceneStopNoStem
5 Q0 CACM-2137 25 0.16856699 LuceneStopNoStem
5 Q0 CACM-3138 26 0.16856699 LuceneStopNoStem
5 Q0 CACM-3165 27 0.16856699 LuceneStopNoStem
5 Q0 CACM-942 28 0.16856699 LuceneStopNoStem
5 Q0 CACM-1435 29 0.15897378 LuceneStopNoStem
5 Q0 CACM-1540 30 0.15897378 LuceneStopNoStem
5 Q0 CACM-2882 31 0.14988193 LuceneStopNoStem
5 Q0 CACM-2931 32 0.14618802 LuceneStopNoStem
5 Q0 CACM-1003 33 0.13485359 LuceneStopNoStem
