
For query : portabl oper system
2 Q0 CACM-1016 62 0.041492078840282484 QueryLikelihoodModelStemNoStop
2 Q0 CACM-2711 63 0.040634057127182766 QueryLikelihoodModelStemNoStop
2 Q0 CACM-3172 64 0.04063315141446449 QueryLikelihoodModelStemNoStop
2 Q0 CACM-1509 65 0.04062681142543655 QueryLikelihoodModelStemNoStop
2 Q0 CACM-1442 66 0.04062681142543655 QueryLikelihoodModelStemNoStop
2 Q0 CACM-2984 67 0.0398013526436566 QueryLikelihoodModelStemNoStop
2 Q0 CACM-2006 68 0.039798635505501764 QueryLikelihoodModelStemNoStop
2 Q0 CACM-2465 69 0.039798635505501764 QueryLikelihoodModelStemNoStop
2 Q0 CACM-1971 70 0.039798635505501764 QueryLikelihoodModelStemNoStop
2 Q0 CACM-2610 71 0.03970190219029583 QueryLikelihoodModelStemNoStop
2 Q0 CACM-2835 72 0.03957155738033229 QueryLikelihoodModelStemNoStop
2 Q0 CACM-1770 73 0.03940118509568561 QueryLikelihoodModelStemNoStop
2 Q0 CACM-295 74 0.03939575081937595 QueryLikelihoodModelStemNoStop
2 Q0 CACM-1926 75 0.03910499006264847 QueryLikelihoodModelStemNoStop
2 Q0 CACM-2892 76 0.039008151414464495 QueryLikelihoodModelStemNoStop
2 Q0 CACM-2576 77 0.03900271713815483 QueryLikelihoodModelStemNoStop
2 Q0 CACM-281 78 0.03880959300012684 QueryLikelihoodModelStemNoStop
2 Q0 CACM-1457 79 0.038525764220264734 QueryLikelihoodModelStemNoStop
2 Q0 CACM-1315 80 0.03824525695754811 QueryLikelihoodModelStemNoStop
2 Q0 CACM-3099 81 0.03824344553211155 QueryLikelihoodModelStemNoStop
2 Q0 CACM-986 82 0.03823801125580189 QueryLikelihoodModelStemNoStop
2 Q0 CACM-461 83 0.03823710554308361 QueryLikelihoodModelStemNoStop
2 Q0 CACM-1275 84 0.03823710554308361 QueryLikelihoodModelStemNoStop
2 Q0 CACM-124 85 0.03779522623800999 QueryLikelihoodModelStemNoStop
2 Q0 CACM-1344 86 0.03779522623800999 QueryLikelihoodModelStemNoStop
2 Q0 CACM-93 87 0.03768478227116297 QueryLikelihoodModelStemNoStop
2 Q0 CACM-1910 88 0.03750543427630967 QueryLikelihoodModelStemNoStop
2 Q0 CACM-1933 89 0.03741731764419226 QueryLikelihoodModelStemNoStop
2 Q0 CACM-1855 90 0.037365378966263234 QueryLikelihoodModelStemNoStop
2 Q0 CACM-2819 91 0.03726929791127978 QueryLikelihoodModelStemNoStop
2 Q0 CACM-2484 92 0.03715372569547647 QueryLikelihoodModelStemNoStop
2 Q0 CACM-3079 93 0.037146479993730254 QueryLikelihoodModelStemNoStop
2 Q0 CACM-230 94 0.037144668568293696 QueryLikelihoodModelStemNoStop
2 Q0 CACM-1249 95 0.037144668568293696 QueryLikelihoodModelStemNoStop
2 Q0 CACM-1209 96 0.037144668568293696 QueryLikelihoodModelStemNoStop
2 Q0 CACM-2852 97 0.03691133758411489 QueryLikelihoodModelStemNoStop
2 Q0 CACM-1030 98 0.03688667832585969 QueryLikelihoodModelStemNoStop
2 Q0 CACM-2623 99 0.03657065141446449 QueryLikelihoodModelStemNoStop
2 Q0 CACM-1668 100 0.036521382496175654 QueryLikelihoodModelStemNoStop

For query : parallel algorithm

3 Q0 CACM-371 1 0.054169383804821496 QueryLikelihoodModelStemNoStop
3 Q0 CACM-199 2 0.050001811425436554 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2430 3 0.04815177099902126 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2509 4 0.0448293976323331 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2090 5 0.043336956184206445 QueryLikelihoodModelStemNoStop
3 Q0 CACM-1559 6 0.04062862285087311 QueryLikelihoodModelStemNoStop
3 Q0 CACM-1990 7 0.04062681142543655 QueryLikelihoodModelStemNoStop
3 Q0 CACM-1560 8 0.04062681142543655 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2510 9 0.03939575081937595 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2266 10 0.037609645774151906 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2714 11 0.03645946668346044 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2973 12 0.03583311164257125 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2520 13 0.03545726259270028 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2472 14 0.03513694656057169 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2283 15 0.034673912368412885 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2490 16 0.030957815228690615 QueryLikelihoodModelStemNoStop
3 Q0 CACM-1863 17 0.03095419237781751 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2030 18 0.030776476470976984 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2146 19 0.030525489052065397 QueryLikelihoodModelStemNoStop
3 Q0 CACM-1954 20 0.030234369564971438 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2223 21 0.030234369564971438 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2464 22 0.030234369564971438 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2884 23 0.02955360595991904 QueryLikelihoodModelStemNoStop
3 Q0 CACM-3151 24 0.029549983109045934 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2419 25 0.029547265970891103 QueryLikelihoodModelStemNoStop
3 Q0 CACM-950 26 0.02932874254698635 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2630 27 0.029283807842870664 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2426 28 0.028890700314325446 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2904 29 0.02796061209818494 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2903 30 0.027251848971063863 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2950 31 0.02708967332236127 QueryLikelihoodModelStemNoStop
3 Q0 CACM-802 32 0.02708423904605161 QueryLikelihoodModelStemNoStop
3 Q0 CACM-1961 33 0.026950250883093364 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2444 34 0.026532423670334513 QueryLikelihoodModelStemNoStop
3 Q0 CACM-1842 35 0.026532423670334513 QueryLikelihoodModelStemNoStop
3 Q0 CACM-1097 36 0.026532423670334513 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2098 37 0.026532423670334513 QueryLikelihoodModelStemNoStop
3 Q0 CACM-3156 38 0.026005434276309664 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2664 39 0.02600362285087311 QueryLikelihoodModelStemNoStop
3 Q0 CACM-1796 40 0.026001811425436557 QueryLikelihoodModelStemNoStop
3 Q0 CACM-565 41 0.026000905712718278 QueryLikelihoodModelStemNoStop
3 Q0 CACM-926 42 0.026000905712718278 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2237 43 0.026000905712718278 QueryLikelihoodModelStemNoStop
3 Q0 CACM-305 44 0.026000905712718278 QueryLikelihoodModelStemNoStop
3 Q0 CACM-306 45 0.026000905712718278 QueryLikelihoodModelStemNoStop
3 Q0 CACM-663 46 0.026000905712718278 QueryLikelihoodModelStemNoStop
3 Q0 CACM-924 47 0.026000905712718278 QueryLikelihoodModelStemNoStop
3 Q0 CACM-843 48 0.026000905712718278 QueryLikelihoodModelStemNoStop
3 Q0 CACM-473 49 0.026000905712718278 QueryLikelihoodModelStemNoStop
3 Q0 CACM-1074 50 0.026000905712718278 QueryLikelihoodModelStemNoStop
3 Q0 CACM-1125 51 0.026000905712718278 QueryLikelihoodModelStemNoStop
3 Q0 CACM-127 52 0.026000905712718278 QueryLikelihoodModelStemNoStop
3 Q0 CACM-709 53 0.026000905712718278 QueryLikelihoodModelStemNoStop
3 Q0 CACM-938 54 0.026000905712718278 QueryLikelihoodModelStemNoStop
3 Q0 CACM-487 55 0.026000905712718278 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2007 56 0.026000905712718278 QueryLikelihoodModelStemNoStop
3 Q0 CACM-686 57 0.026000905712718278 QueryLikelihoodModelStemNoStop
3 Q0 CACM-227 58 0.026000905712718278 QueryLikelihoodModelStemNoStop
3 Q0 CACM-743 59 0.026000905712718278 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2511 60 0.026000905712718278 QueryLikelihoodModelStemNoStop
3 Q0 CACM-427 61 0.026000905712718278 QueryLikelihoodModelStemNoStop
3 Q0 CACM-817 62 0.026000905712718278 QueryLikelihoodModelStemNoStop
3 Q0 CACM-790 63 0.026000905712718278 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2433 64 0.025858612716300668 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2767 65 0.02570075673192585 QueryLikelihoodModelStemNoStop
3 Q0 CACM-3075 66 0.025568137741836926 QueryLikelihoodModelStemNoStop
3 Q0 CACM-2209 67 0.025246341297475047 QueryLikelihoodModelStemNoStop
3 Q0 CACM-212 68 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-789 69 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-1952 70 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-563 71 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-1004 72 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-359 73 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-562 74 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-1203 75 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-228 76 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-610 77 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-374 78 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-375 79 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-995 80 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-809 81 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-564 82 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-648 83 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-514 84 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-500 85 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-460 86 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-703 87 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-1076 88 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-465 89 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-471 90 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-302 91 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-504 92 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-506 93 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-923 94 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-1061 95 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-1075 96 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-664 97 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-328 98 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-739 99 0.025000905712718277 QueryLikelihoodModelStemNoStop
3 Q0 CACM-1060 100 0.025000905712718277 QueryLikelihoodModelStemNoStop

For query : distribut comput structur and algorithm

4 Q0 CACM-371 1 0.10833876760964299 QueryLikelihoodModelStemNoStop
4 Q0 CACM-2322 2 0.07772735414424888 QueryLikelihoodModelStemNoStop
4 Q0 CACM-2090 3 0.07583967332236127 QueryLikelihoodModelStemNoStop
4 Q0 CACM-2276 4 0.07559950960320275 QueryLikelihoodModelStemNoStop
4 Q0 CACM-813 5 0.06724409644849966 QueryLikelihoodModelStemNoStop
4 Q0 CACM-1941 6 0.06667028951753977 QueryLikelihoodModelStemNoStop
4 Q0 CACM-1733 7 0.06667028951753977 QueryLikelihoodModelStemNoStop
4 Q0 CACM-2549 8 0.06633105917583629 QueryLikelihoodModelStemNoStop
4 Q0 CACM-2504 9 0.06633105917583629 QueryLikelihoodModelStemNoStop
4 Q0 CACM-1431 10 0.0661071291915639 QueryLikelihoodModelStemNoStop
4 Q0 CACM-1546 11 0.06500271713815484 QueryLikelihoodModelStemNoStop
4 Q0 CACM-409 12 0.06458312211461521 QueryLikelihoodModelStemNoStop
4 Q0 CACM-2821 13 0.06402692578048913 QueryLikelihoodModelStemNoStop
4 Q0 CACM-1569 14 0.06393986050581787 QueryLikelihoodModelStemNoStop
4 Q0 CACM-1621 15 0.06359510793620363 QueryLikelihoodModelStemNoStop
4 Q0 CACM-2914 16 0.06291409435907093 QueryLikelihoodModelStemNoStop
4 Q0 CACM-2649 17 0.06224219396765598 QueryLikelihoodModelStemNoStop
4 Q0 CACM-2490 18 0.06191563045738123 QueryLikelihoodModelStemNoStop
4 Q0 CACM-2813 19 0.06191200760650812 QueryLikelihoodModelStemNoStop
4 Q0 CACM-2261 20 0.06047598483168909 QueryLikelihoodModelStemNoStop
4 Q0 CACM-1204 21 0.060468739129942876 QueryLikelihoodModelStemNoStop
4 Q0 CACM-2756 22 0.060005434276309666 QueryLikelihoodModelStemNoStop
4 Q0 CACM-2285 23 0.05909815479265531 QueryLikelihoodModelStemNoStop
4 Q0 CACM-2520 24 0.05909543765450047 QueryLikelihoodModelStemNoStop
4 Q0 CACM-2675 25 0.059093626229063924 QueryLikelihoodModelStemNoStop
4 Q0 CACM-2554 26 0.05851630282892899 QueryLikelihoodModelStemNoStop
4 Q0 CACM-2822 27 0.05792894349367242 QueryLikelihoodModelStemNoStop
4 Q0 CACM-2949 28 0.05779226918127021 QueryLikelihoodModelStemNoStop
4 Q0 CACM-2370 29 0.057788646330397105 QueryLikelihoodModelStemNoStop
4 Q0 CACM-2426 30 0.05778140062865089 QueryLikelihoodModelStemNoStop
4 Q0 CACM-2212 31 0.05735565831462542 QueryLikelihoodModelStemNoStop
4 Q0 CACM-1520 32 0.05735565831462542 QueryLikelihoodModelStemNoStop
4 Q0 CACM-2969 33 0.057209962839901055 QueryLikelihoodModelStemNoStop
