Ranking (Top 100) for the queries in Cleaned_Queries.txt in the format:
query_id Q0 doc_id rank QLM_score system_name
1 Q0 CACM-2154 43 0.15751044203004508 Query_Likelihood_Model
1 Q0 CACM-1247 44 0.1574020517003871 Query_Likelihood_Model
1 Q0 CACM-1225 45 0.15603509284983186 Query_Likelihood_Model
1 Q0 CACM-1034 46 0.1557627973144222 Query_Likelihood_Model
1 Q0 CACM-2541 47 0.1557471108375441 Query_Likelihood_Model
1 Q0 CACM-2796 48 0.15476921577228642 Query_Likelihood_Model
1 Q0 CACM-0275 49 0.15476921577228642 Query_Likelihood_Model
1 Q0 CACM-1844 50 0.15433964228093613 Query_Likelihood_Model
1 Q0 CACM-1572 51 0.15401316751448735 Query_Likelihood_Model
1 Q0 CACM-2344 52 0.15191839845113309 Query_Likelihood_Model
1 Q0 CACM-2947 53 0.15094988302383391 Query_Likelihood_Model
1 Q0 CACM-1923 54 0.15074803291438066 Query_Likelihood_Model
1 Q0 CACM-2370 55 0.15003947945606083 Query_Likelihood_Model
1 Q0 CACM-0912 56 0.15000877321245798 Query_Likelihood_Model
1 Q0 CACM-3168 57 0.1485831261880392 Query_Likelihood_Model
1 Q0 CACM-1519 58 0.14820709297024848 Query_Likelihood_Model
1 Q0 CACM-2070 59 0.14773458373765436 Query_Likelihood_Model
1 Q0 CACM-1681 60 0.14762898005477332 Query_Likelihood_Model
1 Q0 CACM-1404 61 0.1475184710526995 Query_Likelihood_Model
1 Q0 CACM-1455 62 0.14682537062105855 Query_Likelihood_Model
1 Q0 CACM-2740 63 0.14670044294023873 Query_Likelihood_Model
1 Q0 CACM-2188 64 0.1462409723014151 Query_Likelihood_Model
1 Q0 CACM-1699 65 0.14605071730003996 Query_Likelihood_Model
1 Q0 CACM-1571 66 0.14582948537319632 Query_Likelihood_Model
1 Q0 CACM-2452 67 0.14544445171270037 Query_Likelihood_Model
1 Q0 CACM-2389 68 0.1451258407661939 Query_Likelihood_Model
1 Q0 CACM-2288 69 0.14508080177011043 Query_Likelihood_Model
1 Q0 CACM-2379 70 0.14500935704134454 Query_Likelihood_Model
1 Q0 CACM-1544 71 0.1444795372942763 Query_Likelihood_Model
1 Q0 CACM-1304 72 0.14269608664795524 Query_Likelihood_Model
1 Q0 CACM-1908 73 0.1418883675178455 Query_Likelihood_Model
1 Q0 CACM-1679 74 0.1418708210929296 Query_Likelihood_Model
1 Q0 CACM-2398 75 0.14112621297596661 Query_Likelihood_Model
1 Q0 CACM-2050 76 0.14071404565125825 Query_Likelihood_Model
1 Q0 CACM-1523 77 0.14057563339037238 Query_Likelihood_Model
1 Q0 CACM-3169 78 0.14055223815715115 Query_Likelihood_Model
1 Q0 CACM-2629 79 0.14043947945606083 Query_Likelihood_Model
1 Q0 CACM-3012 80 0.13932080713554615 Query_Likelihood_Model
1 Q0 CACM-3201 81 0.13886711990198986 Query_Likelihood_Model
1 Q0 CACM-1380 82 0.13814985743529756 Query_Likelihood_Model
1 Q0 CACM-2535 83 0.13762462564919065 Query_Likelihood_Model
1 Q0 CACM-2955 84 0.1375321684456792 Query_Likelihood_Model
1 Q0 CACM-1444 85 0.1375160842228396 Query_Likelihood_Model
1 Q0 CACM-1605 86 0.13748267290539554 Query_Likelihood_Model
1 Q0 CACM-2218 87 0.13712015819633894 Query_Likelihood_Model
1 Q0 CACM-1119 88 0.13684795407146322 Query_Likelihood_Model
1 Q0 CACM-3137 89 0.13653070624360286 Query_Likelihood_Model
1 Q0 CACM-1855 90 0.13646946795701487 Query_Likelihood_Model
1 Q0 CACM-2470 91 0.13629658081246826 Query_Likelihood_Model
1 Q0 CACM-0644 92 0.13608599108396785 Query_Likelihood_Model
1 Q0 CACM-1432 93 0.13574206755373594 Query_Likelihood_Model
1 Q0 CACM-0671 94 0.13523801725398452 Query_Likelihood_Model
1 Q0 CACM-1647 95 0.13511172553137754 Query_Likelihood_Model
1 Q0 CACM-1988 96 0.13493782882303768 Query_Likelihood_Model
1 Q0 CACM-2378 97 0.13466656168805607 Query_Likelihood_Model
1 Q0 CACM-1162 98 0.1345266246829795 Query_Likelihood_Model
1 Q0 CACM-3133 99 0.13451785147052153 Query_Likelihood_Model
1 Q0 CACM-1195 100 0.1345178514705215 Query_Likelihood_Model

For query : i am interested in articles written either by prieve or udo pooch prieve b pooch u

2 Q0 CACM-2395 1 0.5861459948846898 Query_Likelihood_Model
2 Q0 CACM-0497 2 0.5539391182379924 Query_Likelihood_Model
2 Q0 CACM-1062 3 0.5351564556221671 Query_Likelihood_Model
2 Q0 CACM-1721 4 0.5280747229570157 Query_Likelihood_Model
2 Q0 CACM-2993 5 0.48304722912706544 Query_Likelihood_Model
2 Q0 CACM-2572 6 0.47732944346100126 Query_Likelihood_Model
2 Q0 CACM-2741 7 0.4666623940493092 Query_Likelihood_Model
2 Q0 CACM-1674 8 0.464431934493347 Query_Likelihood_Model
2 Q0 CACM-2906 9 0.46309439829332616 Query_Likelihood_Model
2 Q0 CACM-1886 10 0.46159928541502676 Query_Likelihood_Model
2 Q0 CACM-2657 11 0.4473049541687796 Query_Likelihood_Model
2 Q0 CACM-1458 12 0.4465640762058367 Query_Likelihood_Model
2 Q0 CACM-2971 13 0.4394655651411025 Query_Likelihood_Model
2 Q0 CACM-3199 14 0.43861635066855126 Query_Likelihood_Model
2 Q0 CACM-2744 15 0.43548117483798526 Query_Likelihood_Model
2 Q0 CACM-1924 16 0.43480085864733975 Query_Likelihood_Model
2 Q0 CACM-1805 17 0.43455488928943814 Query_Likelihood_Model
2 Q0 CACM-2606 18 0.4335058731783399 Query_Likelihood_Model
2 Q0 CACM-2486 19 0.43346493152020277 Query_Likelihood_Model
2 Q0 CACM-1931 20 0.4303503499291516 Query_Likelihood_Model
2 Q0 CACM-2850 21 0.4282066983120482 Query_Likelihood_Model
2 Q0 CACM-2786 22 0.42638249137162826 Query_Likelihood_Model
2 Q0 CACM-2375 23 0.4258947607845954 Query_Likelihood_Model
2 Q0 CACM-1634 24 0.4234983117602633 Query_Likelihood_Model
2 Q0 CACM-3125 25 0.41272984371949184 Query_Likelihood_Model
2 Q0 CACM-1725 26 0.4117215012098543 Query_Likelihood_Model
2 Q0 CACM-2692 27 0.4113719958283666 Query_Likelihood_Model
2 Q0 CACM-2534 28 0.41056898527892693 Query_Likelihood_Model
2 Q0 CACM-2354 29 0.41003937861453826 Query_Likelihood_Model
2 Q0 CACM-1166 30 0.4063815981868694 Query_Likelihood_Model
2 Q0 CACM-1159 31 0.4057140517619535 Query_Likelihood_Model
2 Q0 CACM-1588 32 0.4044462226254472 Query_Likelihood_Model
2 Q0 CACM-1906 33 0.40237371138392986 Query_Likelihood_Model
2 Q0 CACM-2900 34 0.39731872755925984 Query_Likelihood_Model
2 Q0 CACM-2595 35 0.396579650087784 Query_Likelihood_Model
2 Q0 CACM-2905 36 0.39414410223007973 Query_Likelihood_Model
2 Q0 CACM-2720 37 0.392749047851299 Query_Likelihood_Model
2 Q0 CACM-2840 38 0.39112821455987723 Query_Likelihood_Model
2 Q0 CACM-0637 39 0.38860922087124744 Query_Likelihood_Model
2 Q0 CACM-2402 40 0.38842830479172225 Query_Likelihood_Model
2 Q0 CACM-2355 41 0.387250791309359 Query_Likelihood_Model
2 Q0 CACM-1430 42 0.38276803107415247 Query_Likelihood_Model
2 Q0 CACM-2667 43 0.3822630457226158 Query_Likelihood_Model
2 Q0 CACM-2145 44 0.3815457042591857 Query_Likelihood_Model
2 Q0 CACM-3153 45 0.38097769624893474 Query_Likelihood_Model
2 Q0 CACM-3088 46 0.3805930834275443 Query_Likelihood_Model
2 Q0 CACM-1551 47 0.37841523483620065 Query_Likelihood_Model
2 Q0 CACM-1728 48 0.37666329944115357 Query_Likelihood_Model
2 Q0 CACM-3144 49 0.3747775302546812 Query_Likelihood_Model
2 Q0 CACM-0616 50 0.3734571312052201 Query_Likelihood_Model
2 Q0 CACM-1676 51 0.373355942436406 Query_Likelihood_Model
2 Q0 CACM-2148 52 0.36992409154393413 Query_Likelihood_Model
2 Q0 CACM-2968 53 0.36626937649112223 Query_Likelihood_Model
2 Q0 CACM-1850 54 0.3656513196373739 Query_Likelihood_Model
2 Q0 CACM-1180 55 0.36431918106599576 Query_Likelihood_Model
2 Q0 CACM-2684 56 0.36396661397221447 Query_Likelihood_Model
2 Q0 CACM-2705 57 0.36361112928175093 Query_Likelihood_Model
2 Q0 CACM-1764 58 0.36293106907374595 Query_Likelihood_Model
2 Q0 CACM-3066 59 0.36279374898016703 Query_Likelihood_Model
2 Q0 CACM-2051 60 0.36278657236745915 Query_Likelihood_Model
2 Q0 CACM-1012 61 0.3623960389555003 Query_Likelihood_Model
2 Q0 CACM-2060 62 0.36005986870303935 Query_Likelihood_Model
2 Q0 CACM-1181 63 0.35927193880299524 Query_Likelihood_Model
2 Q0 CACM-1491 64 0.35915053710422784 Query_Likelihood_Model
2 Q0 CACM-3115 65 0.35800846434280587 Query_Likelihood_Model
2 Q0 CACM-3057 66 0.3572133311640571 Query_Likelihood_Model
2 Q0 CACM-0951 67 0.3557027812187041 Query_Likelihood_Model
2 Q0 CACM-3072 68 0.35503811144491587 Query_Likelihood_Model
2 Q0 CACM-2252 69 0.35468582594478193 Query_Likelihood_Model
2 Q0 CACM-0284 70 0.35464195988249214 Query_Likelihood_Model
2 Q0 CACM-2771 71 0.3532504982424791 Query_Likelihood_Model
2 Q0 CACM-1135 72 0.35279796953547843 Query_Likelihood_Model
2 Q0 CACM-1366 73 0.3506030711057437 Query_Likelihood_Model
2 Q0 CACM-1066 74 0.3493498100692835 Query_Likelihood_Model
2 Q0 CACM-1727 75 0.349068747867622 Query_Likelihood_Model
2 Q0 CACM-2485 76 0.3488769931419156 Query_Likelihood_Model
2 Q0 CACM-1665 77 0.3475237145115227 Query_Likelihood_Model
2 Q0 CACM-1563 78 0.3474591213678144 Query_Likelihood_Model
2 Q0 CACM-2002 79 0.3441367530081342 Query_Likelihood_Model
2 Q0 CACM-1542 80 0.34316668291335645 Query_Likelihood_Model
2 Q0 CACM-2682 81 0.34299751425647024 Query_Likelihood_Model
2 Q0 CACM-1258 82 0.3425447661813099 Query_Likelihood_Model
2 Q0 CACM-1421 83 0.34249698420821756 Query_Likelihood_Model
2 Q0 CACM-2819 84 0.33987361921599385 Query_Likelihood_Model
2 Q0 CACM-2895 85 0.3368098626410893 Query_Likelihood_Model
2 Q0 CACM-1611 86 0.3352045026685188 Query_Likelihood_Model
2 Q0 CACM-2629 87 0.33289358093288496 Query_Likelihood_Model
2 Q0 CACM-2571 88 0.332772208489292 Query_Likelihood_Model
2 Q0 CACM-0069 89 0.33259030798056294 Query_Likelihood_Model
2 Q0 CACM-2317 90 0.3323567448132443 Query_Likelihood_Model
2 Q0 CACM-2897 91 0.3315246180355459 Query_Likelihood_Model
2 Q0 CACM-2380 92 0.33132716724890865 Query_Likelihood_Model
2 Q0 CACM-2631 93 0.3306400727631406 Query_Likelihood_Model
2 Q0 CACM-2337 94 0.330552340638561 Query_Likelihood_Model
2 Q0 CACM-1237 95 0.32829239408807087 Query_Likelihood_Model
2 Q0 CACM-2916 96 0.32657654184778034 Query_Likelihood_Model
2 Q0 CACM-2820 97 0.3251389091972511 Query_Likelihood_Model
2 Q0 CACM-1638 98 0.32511258955987715 Query_Likelihood_Model
2 Q0 CACM-1943 99 0.32502485743529763 Query_Likelihood_Model
2 Q0 CACM-1732 100 0.32501900862699223 Query_Likelihood_Model

For query : intermediate languages used in construction of multi targeted compilers tcoll

3 Q0 CACM-2140 1 0.19263938305903505 Query_Likelihood_Model
3 Q0 CACM-1746 2 0.19120571462976185 Query_Likelihood_Model
3 Q0 CACM-1721 3 0.18916109479057278 Query_Likelihood_Model
3 Q0 CACM-3145 4 0.1822510711737938 Query_Likelihood_Model
3 Q0 CACM-2993 5 0.18207164790174002 Query_Likelihood_Model
3 Q0 CACM-2627 6 0.1818766699012349 Query_Likelihood_Model
3 Q0 CACM-1402 7 0.18164542889827376 Query_Likelihood_Model
3 Q0 CACM-2326 8 0.1798252512965377 Query_Likelihood_Model
3 Q0 CACM-3108 9 0.17901328908582703 Query_Likelihood_Model
3 Q0 CACM-0070 10 0.17729466030387217 Query_Likelihood_Model
3 Q0 CACM-1570 11 0.17666698983451687 Query_Likelihood_Model
3 Q0 CACM-2746 12 0.17660754676790158 Query_Likelihood_Model
3 Q0 CACM-2227 13 0.1757195417379655 Query_Likelihood_Model
3 Q0 CACM-1196 14 0.17504094165813716 Query_Likelihood_Model
3 Q0 CACM-3083 15 0.17426482137769583 Query_Likelihood_Model
3 Q0 CACM-2111 16 0.17109649764123716 Query_Likelihood_Model
3 Q0 CACM-2264 17 0.17089328361846273 Query_Likelihood_Model
3 Q0 CACM-1383 18 0.17065570624360288 Query_Likelihood_Model
3 Q0 CACM-1386 19 0.17053859374513097 Query_Likelihood_Model
3 Q0 CACM-1457 20 0.16937305935680314 Query_Likelihood_Model
3 Q0 CACM-2656 21 0.16671053272895647 Query_Likelihood_Model
3 Q0 CACM-1099 22 0.16576230901777295 Query_Likelihood_Model
3 Q0 CACM-1926 23 0.16417796919332234 Query_Likelihood_Model
3 Q0 CACM-2737 24 0.16368900291111138 Query_Likelihood_Model
3 Q0 CACM-2016 25 0.16254094165813715 Query_Likelihood_Model
3 Q0 CACM-2401 26 0.16152199403384299 Query_Likelihood_Model
3 Q0 CACM-2204 27 0.16092764416081906 Query_Likelihood_Model
3 Q0 CACM-1747 28 0.16026560796768466 Query_Likelihood_Model
3 Q0 CACM-2395 29 0.1598579986049154 Query_Likelihood_Model
3 Q0 CACM-2471 30 0.1595676905370408 Query_Likelihood_Model
3 Q0 CACM-2979 31 0.15883325707870893 Query_Likelihood_Model
3 Q0 CACM-2246 32 0.15844576520475132 Query_Likelihood_Model
3 Q0 CACM-2519 33 0.1584457652047513 Query_Likelihood_Model
3 Q0 CACM-2556 34 0.15830181122335452 Query_Likelihood_Model
3 Q0 CACM-2604 35 0.1567359080274894 Query_Likelihood_Model
3 Q0 CACM-2316 36 0.15624687865196304 Query_Likelihood_Model
3 Q0 CACM-1792 37 0.15606141248720573 Query_Likelihood_Model
3 Q0 CACM-1682 38 0.1560263196373739 Query_Likelihood_Model
3 Q0 CACM-2938 39 0.15559649721369273 Query_Likelihood_Model
3 Q0 CACM-1977 40 0.15559649721369273 Query_Likelihood_Model
3 Q0 CACM-3090 41 0.1548130818345762 Query_Likelihood_Model
3 Q0 CACM-2603 42 0.1547911488034313 Query_Likelihood_Model
3 Q0 CACM-2267 43 0.1547911488034313 Query_Likelihood_Model
3 Q0 CACM-1976 44 0.1544967867969315 Query_Likelihood_Model
3 Q0 CACM-2297 45 0.15448276419204449 Query_Likelihood_Model
3 Q0 CACM-2486 46 0.15412086454051654 Query_Likelihood_Model
3 Q0 CACM-1267 47 0.15398684787711348 Query_Likelihood_Model
3 Q0 CACM-1770 48 0.15398684787711345 Query_Likelihood_Model
3 Q0 CACM-1385 49 0.1532208698253593 Query_Likelihood_Model
3 Q0 CACM-1412 50 0.15300551336194662 Query_Likelihood_Model
3 Q0 CACM-1098 51 0.1526182817036743 Query_Likelihood_Model
3 Q0 CACM-1887 52 0.15236568303114492 Query_Likelihood_Model
3 Q0 CACM-1783 53 0.15190571393041283 Query_Likelihood_Model
3 Q0 CACM-1154 54 0.15171784373933814 Query_Likelihood_Model
3 Q0 CACM-0146 55 0.15119203473920095 Query_Likelihood_Model
3 Q0 CACM-1009 56 0.15117741271843768 Query_Likelihood_Model
3 Q0 CACM-1458 57 0.15104373165785653 Query_Likelihood_Model
3 Q0 CACM-1884 58 0.15093087439684166 Query_Likelihood_Model
3 Q0 CACM-0596 59 0.15091186576984938 Query_Likelihood_Model
3 Q0 CACM-1621 60 0.1506375379370112 Query_Likelihood_Model
3 Q0 CACM-3146 61 0.1503898509250169 Query_Likelihood_Model
3 Q0 CACM-2411 62 0.1489744175561729 Query_Likelihood_Model
3 Q0 CACM-2317 63 0.14811550584068497 Query_Likelihood_Model
3 Q0 CACM-3035 64 0.14756452096289638 Query_Likelihood_Model
3 Q0 CACM-1959 65 0.14756452096289635 Query_Likelihood_Model
3 Q0 CACM-2457 66 0.14745484885805032 Query_Likelihood_Model
3 Q0 CACM-1722 67 0.14712562023516906 Query_Likelihood_Model
3 Q0 CACM-2996 68 0.14707937320270995 Query_Likelihood_Model
3 Q0 CACM-1148 69 0.14593445156977838 Query_Likelihood_Model
3 Q0 CACM-3144 70 0.14532189948650903 Query_Likelihood_Model
3 Q0 CACM-2628 71 0.14450585693165016 Query_Likelihood_Model
3 Q0 CACM-1929 72 0.1444912349108869 Query_Likelihood_Model
3 Q0 CACM-0731 73 0.1444795372942763 Query_Likelihood_Model
3 Q0 CACM-2875 74 0.14445614206105506 Query_Likelihood_Model
3 Q0 CACM-0274 75 0.1444532176569024 Query_Likelihood_Model
3 Q0 CACM-2252 76 0.14409111679006767 Query_Likelihood_Model
3 Q0 CACM-2497 77 0.1437048969228321 Query_Likelihood_Model
3 Q0 CACM-2643 78 0.14353135094179106 Query_Likelihood_Model
3 Q0 CACM-1834 79 0.14349506632851142 Query_Likelihood_Model
3 Q0 CACM-1728 80 0.14273556610401608 Query_Likelihood_Model
3 Q0 CACM-2929 81 0.14263036003188545 Query_Likelihood_Model
3 Q0 CACM-1349 82 0.14222844165813714 Query_Likelihood_Model
3 Q0 CACM-1854 83 0.14200958666740618 Query_Likelihood_Model
3 Q0 CACM-1916 84 0.14194673671507035 Query_Likelihood_Model
3 Q0 CACM-0854 85 0.1418708210929296 Query_Likelihood_Model
3 Q0 CACM-2922 86 0.14174123897255936 Query_Likelihood_Model
3 Q0 CACM-2400 87 0.14161632686152076 Query_Likelihood_Model
3 Q0 CACM-1604 88 0.1413335918676135 Query_Likelihood_Model
3 Q0 CACM-2158 89 0.14131896984685025 Query_Likelihood_Model
3 Q0 CACM-2871 90 0.14095441917345702 Query_Likelihood_Model
3 Q0 CACM-3157 91 0.1408521336358362 Query_Likelihood_Model
3 Q0 CACM-2916 92 0.14076575079645703 Query_Likelihood_Model
3 Q0 CACM-2439 93 0.1405756333903724 Query_Likelihood_Model
3 Q0 CACM-0661 94 0.14055223815715118 Query_Likelihood_Model
3 Q0 CACM-1612 95 0.1403686909303593 Query_Likelihood_Model
3 Q0 CACM-1745 96 0.14033163584646247 Query_Likelihood_Model
3 Q0 CACM-1869 97 0.14004094165813716 Query_Likelihood_Model
3 Q0 CACM-2950 98 0.1399758838199217 Query_Likelihood_Model
3 Q0 CACM-3173 99 0.13981419027808567 Query_Likelihood_Model
3 Q0 CACM-2358 100 0.13935151337914903 Query_Likelihood_Model

For query : i m interested in mechanisms for communicating between disjoint processes possibly but not exclusively in a distributed environment i would rather see descriptions of complete mechanisms with or without implementations as opposed to theoretical work on the abstract problem remote procedure calls and message passing are examples of my interests

4 Q0 CACM-2395 1 1.5346367866071877 Query_Likelihood_Model
4 Q0 CACM-1159 2 1.461610878783448 Query_Likelihood_Model
4 Q0 CACM-2606 3 1.454816320157819 Query_Likelihood_Model
4 Q0 CACM-1721 4 1.4541759162025283 Query_Likelihood_Model
4 Q0 CACM-1886 5 1.4387072618409957 Query_Likelihood_Model
4 Q0 CACM-3199 6 1.4293732839433968 Query_Likelihood_Model
4 Q0 CACM-2741 7 1.399987182147928 Query_Likelihood_Model
4 Q0 CACM-2355 8 1.396015198300405 Query_Likelihood_Model
4 Q0 CACM-2572 9 1.3801046952241993 Query_Likelihood_Model
4 Q0 CACM-2402 10 1.377154898807015 Query_Likelihood_Model
4 Q0 CACM-1062 11 1.3603977189647611 Query_Likelihood_Model
4 Q0 CACM-0284 12 1.35946084621622 Query_Likelihood_Model
4 Q0 CACM-2354 13 1.358255441660658 Query_Likelihood_Model
4 Q0 CACM-2906 14 1.3518614253209216 Query_Likelihood_Model
4 Q0 CACM-2667 15 1.3398910880998907 Query_Likelihood_Model
4 Q0 CACM-1180 16 1.3283637832713997 Query_Likelihood_Model
4 Q0 CACM-1674 17 1.3189866939611055 Query_Likelihood_Model
4 Q0 CACM-2406 18 1.3178912494565813 Query_Likelihood_Model
4 Q0 CACM-3125 19 1.316063086577248 Query_Likelihood_Model
4 Q0 CACM-2705 20 1.3132778434058534 Query_Likelihood_Model
4 Q0 CACM-2536 21 1.3056457167583808 Query_Likelihood_Model
4 Q0 CACM-1665 22 1.2978610759956395 Query_Likelihood_Model
4 Q0 CACM-1725 23 1.2954803923418348 Query_Likelihood_Model
4 Q0 CACM-1458 24 1.2937223972433798 Query_Likelihood_Model
4 Q0 CACM-2993 25 1.2930802748939905 Query_Likelihood_Model
4 Q0 CACM-1805 26 1.2915092863497286 Query_Likelihood_Model
4 Q0 CACM-1166 27 1.291390412016052 Query_Likelihood_Model
4 Q0 CACM-2148 28 1.2891294099258312 Query_Likelihood_Model
4 Q0 CACM-2375 29 1.2814869141465055 Query_Likelihood_Model
4 Q0 CACM-1135 30 1.2767926516522075 Query_Likelihood_Model
4 Q0 CACM-2631 31 1.27480116943122 Query_Likelihood_Model
4 Q0 CACM-2744 32 1.269642298471309 Query_Likelihood_Model
4 Q0 CACM-1924 33 1.2691484522679106 Query_Likelihood_Model
4 Q0 CACM-3020 34 1.268813656561226 Query_Likelihood_Model
4 Q0 CACM-2060 35 1.267187444892867 Query_Likelihood_Model
4 Q0 CACM-1824 36 1.2667147091291997 Query_Likelihood_Model
4 Q0 CACM-1906 37 1.2646030929209224 Query_Likelihood_Model
4 Q0 CACM-1388 38 1.2627403117028133 Query_Likelihood_Model
4 Q0 CACM-1551 39 1.2613841161206694 Query_Likelihood_Model
4 Q0 CACM-2916 40 1.2612611271362548 Query_Likelihood_Model
4 Q0 CACM-2252 41 1.259873610908027 Query_Likelihood_Model
4 Q0 CACM-1366 42 1.2578888810664086 Query_Likelihood_Model
4 Q0 CACM-2840 43 1.2546580389128532 Query_Likelihood_Model
4 Q0 CACM-1728 44 1.2410064497376956 Query_Likelihood_Model
4 Q0 CACM-2682 45 1.2397930984061993 Query_Likelihood_Model
4 Q0 CACM-2820 46 1.2355278549495539 Query_Likelihood_Model
4 Q0 CACM-2629 47 1.2327465418920895 Query_Likelihood_Model
4 Q0 CACM-2595 48 1.2312414717841664 Query_Likelihood_Model
4 Q0 CACM-2895 49 1.2297476380151398 Query_Likelihood_Model
4 Q0 CACM-2850 50 1.2251469423928047 Query_Likelihood_Model
4 Q0 CACM-3144 51 1.2237633640969185 Query_Likelihood_Model
4 Q0 CACM-1181 52 1.2232354106863885 Query_Likelihood_Model
4 Q0 CACM-2657 53 1.2220186892239857 Query_Likelihood_Model
4 Q0 CACM-3153 54 1.2184717698996101 Query_Likelihood_Model
4 Q0 CACM-2051 55 1.2115702511139674 Query_Likelihood_Model
4 Q0 CACM-0497 56 1.2110967057128774 Query_Likelihood_Model
4 Q0 CACM-2692 57 1.2104244065735186 Query_Likelihood_Model
4 Q0 CACM-2002 58 1.205473250421557 Query_Likelihood_Model
4 Q0 CACM-1323 59 1.1908675703982292 Query_Likelihood_Model
4 Q0 CACM-1421 60 1.184226860652142 Query_Likelihood_Model
4 Q0 CACM-1066 61 1.1829468816207422 Query_Likelihood_Model
4 Q0 CACM-2720 62 1.182611021863356 Query_Likelihood_Model
4 Q0 CACM-2684 63 1.181869117280561 Query_Likelihood_Model
4 Q0 CACM-2145 64 1.1778150001044427 Query_Likelihood_Model
4 Q0 CACM-1890 65 1.1726136742261717 Query_Likelihood_Model
4 Q0 CACM-1676 66 1.1704079543792953 Query_Likelihood_Model
4 Q0 CACM-2915 67 1.170263196373739 Query_Likelihood_Model
4 Q0 CACM-2786 68 1.165649976411646 Query_Likelihood_Model
4 Q0 CACM-1350 69 1.161943989855128 Query_Likelihood_Model
4 Q0 CACM-0616 70 1.158479264146805 Query_Likelihood_Model
4 Q0 CACM-1430 71 1.1535474909084047 Query_Likelihood_Model
4 Q0 CACM-1491 72 1.1530622507030472 Query_Likelihood_Model
4 Q0 CACM-2666 73 1.1522419321914643 Query_Likelihood_Model
4 Q0 CACM-3115 74 1.1507414925304473 Query_Likelihood_Model
4 Q0 CACM-2317 75 1.1487983135936053 Query_Likelihood_Model
4 Q0 CACM-2485 76 1.1470652653302378 Query_Likelihood_Model
4 Q0 CACM-1727 77 1.1469401715650434 Query_Likelihood_Model
4 Q0 CACM-1237 78 1.1458048264250316 Query_Likelihood_Model
4 Q0 CACM-2534 79 1.1388044847152718 Query_Likelihood_Model
4 Q0 CACM-1695 80 1.1337619483260375 Query_Likelihood_Model
4 Q0 CACM-2900 81 1.1257363947512364 Query_Likelihood_Model
