
For query : portabl oper system
1 Q0 CACM-2092 66 0.07654867489062775 tfidf_StemNoStop
1 Q0 CACM-1341 67 0.07643020668867144 tfidf_StemNoStop
1 Q0 CACM-2064 68 0.07605873182966613 tfidf_StemNoStop
1 Q0 CACM-585 69 0.07591374797216383 tfidf_StemNoStop
1 Q0 CACM-2399 70 0.07577265270483867 tfidf_StemNoStop
1 Q0 CACM-1766 71 0.07563983025402592 tfidf_StemNoStop
1 Q0 CACM-1108 72 0.07536979725250922 tfidf_StemNoStop
1 Q0 CACM-2624 73 0.07493257227460945 tfidf_StemNoStop
1 Q0 CACM-2955 74 0.07485664360978703 tfidf_StemNoStop
1 Q0 CACM-1163 75 0.07340006030689798 tfidf_StemNoStop
1 Q0 CACM-2904 76 0.07284849892432685 tfidf_StemNoStop
1 Q0 CACM-1571 77 0.07251070890976521 tfidf_StemNoStop
1 Q0 CACM-2319 78 0.07239118488381655 tfidf_StemNoStop
1 Q0 CACM-1959 79 0.0714421300416213 tfidf_StemNoStop
1 Q0 CACM-1195 80 0.07122288047722958 tfidf_StemNoStop
1 Q0 CACM-1747 81 0.0709046627663146 tfidf_StemNoStop
1 Q0 CACM-190 82 0.07069794118702108 tfidf_StemNoStop
1 Q0 CACM-2151 83 0.07067778793036837 tfidf_StemNoStop
1 Q0 CACM-3180 84 0.07011366068134323 tfidf_StemNoStop
1 Q0 CACM-2318 85 0.06996909643251571 tfidf_StemNoStop
1 Q0 CACM-2812 86 0.06941252407452979 tfidf_StemNoStop
1 Q0 CACM-92 87 0.06867808628149205 tfidf_StemNoStop
1 Q0 CACM-1247 88 0.0681337496366935 tfidf_StemNoStop
1 Q0 CACM-1923 89 0.06809403185097765 tfidf_StemNoStop
1 Q0 CACM-3174 90 0.06804217807518194 tfidf_StemNoStop
1 Q0 CACM-2621 91 0.06804217807518194 tfidf_StemNoStop
1 Q0 CACM-2878 92 0.06797162293762388 tfidf_StemNoStop
1 Q0 CACM-1518 93 0.06787002353954023 tfidf_StemNoStop
1 Q0 CACM-1544 94 0.06742055318497375 tfidf_StemNoStop
1 Q0 CACM-2069 95 0.06703481449394302 tfidf_StemNoStop
1 Q0 CACM-2321 96 0.06697699691401997 tfidf_StemNoStop
1 Q0 CACM-2398 97 0.06697699691401997 tfidf_StemNoStop
1 Q0 CACM-1482 98 0.06653923876425513 tfidf_StemNoStop
1 Q0 CACM-1533 99 0.06650960162211879 tfidf_StemNoStop

For query : code optim for space effici

2 Q0 CACM-1795 1 0.31676015343217867 tfidf_StemNoStop
2 Q0 CACM-2897 2 0.3071266141800507 tfidf_StemNoStop
2 Q0 CACM-2748 3 0.28366047905441394 tfidf_StemNoStop
2 Q0 CACM-2495 4 0.28278191691050947 tfidf_StemNoStop
2 Q0 CACM-2464 5 0.2410673872296269 tfidf_StemNoStop
2 Q0 CACM-2491 6 0.23405750061648525 tfidf_StemNoStop
2 Q0 CACM-1064 7 0.21595009498805728 tfidf_StemNoStop
2 Q0 CACM-1362 8 0.19728532938246354 tfidf_StemNoStop
2 Q0 CACM-1652 9 0.18489043957832973 tfidf_StemNoStop
2 Q0 CACM-1289 10 0.18302055435210152 tfidf_StemNoStop
2 Q0 CACM-2586 11 0.17656429404392676 tfidf_StemNoStop
2 Q0 CACM-2006 12 0.17440537079199225 tfidf_StemNoStop
2 Q0 CACM-2680 13 0.1700284686170762 tfidf_StemNoStop
2 Q0 CACM-48 14 0.16878382148717735 tfidf_StemNoStop
2 Q0 CACM-1414 15 0.16530888780189817 tfidf_StemNoStop
2 Q0 CACM-1999 16 0.16203943906347051 tfidf_StemNoStop
2 Q0 CACM-1655 17 0.16199116495165589 tfidf_StemNoStop
2 Q0 CACM-2346 18 0.15825672534828925 tfidf_StemNoStop
2 Q0 CACM-2711 19 0.15715605718557069 tfidf_StemNoStop
2 Q0 CACM-66 20 0.15529016732905587 tfidf_StemNoStop
2 Q0 CACM-1566 21 0.1515628956600781 tfidf_StemNoStop
2 Q0 CACM-243 22 0.15105457116758525 tfidf_StemNoStop
2 Q0 CACM-1204 23 0.14564076173613166 tfidf_StemNoStop
2 Q0 CACM-3099 24 0.141453726262215 tfidf_StemNoStop
2 Q0 CACM-2964 25 0.13981697603150212 tfidf_StemNoStop
2 Q0 CACM-3129 26 0.13848364372204697 tfidf_StemNoStop
2 Q0 CACM-2835 27 0.136676744253536 tfidf_StemNoStop
2 Q0 CACM-2611 28 0.13593389372541498 tfidf_StemNoStop
2 Q0 CACM-2078 29 0.13449295191538652 tfidf_StemNoStop
2 Q0 CACM-983 30 0.13387967444644921 tfidf_StemNoStop
2 Q0 CACM-2729 31 0.1314748179816557 tfidf_StemNoStop
2 Q0 CACM-2885 32 0.1308351390589815 tfidf_StemNoStop
2 Q0 CACM-2834 33 0.12813623157899073 tfidf_StemNoStop
2 Q0 CACM-1065 34 0.12811438804647107 tfidf_StemNoStop
2 Q0 CACM-675 35 0.12719854441037917 tfidf_StemNoStop
2 Q0 CACM-2648 36 0.1261173528885191 tfidf_StemNoStop
2 Q0 CACM-52 37 0.1255222914124727 tfidf_StemNoStop
2 Q0 CACM-2263 38 0.12550485060614944 tfidf_StemNoStop
2 Q0 CACM-1719 39 0.12335242822250192 tfidf_StemNoStop
2 Q0 CACM-2904 40 0.1212529297553219 tfidf_StemNoStop
2 Q0 CACM-2389 41 0.12124743392371967 tfidf_StemNoStop
2 Q0 CACM-1736 42 0.12106140774412961 tfidf_StemNoStop
2 Q0 CACM-2907 43 0.1190744362814897 tfidf_StemNoStop
2 Q0 CACM-626 44 0.11869254401121694 tfidf_StemNoStop
2 Q0 CACM-397 45 0.11868574338920383 tfidf_StemNoStop
2 Q0 CACM-115 46 0.11830667202665564 tfidf_StemNoStop
2 Q0 CACM-461 47 0.11725289085482427 tfidf_StemNoStop
2 Q0 CACM-1275 48 0.11725289085482427 tfidf_StemNoStop
2 Q0 CACM-1231 49 0.11680911921619164 tfidf_StemNoStop
2 Q0 CACM-2253 50 0.11576246917283455 tfidf_StemNoStop
2 Q0 CACM-1756 51 0.1154846374163192 tfidf_StemNoStop
2 Q0 CACM-1235 52 0.1152416048241302 tfidf_StemNoStop
2 Q0 CACM-3033 53 0.11457101467117176 tfidf_StemNoStop
2 Q0 CACM-1195 54 0.11411209299246455 tfidf_StemNoStop
2 Q0 CACM-230 55 0.11390280825897214 tfidf_StemNoStop
2 Q0 CACM-558 56 0.11385902285085119 tfidf_StemNoStop
2 Q0 CACM-1416 57 0.11379772327948184 tfidf_StemNoStop
2 Q0 CACM-265 58 0.11262803344744712 tfidf_StemNoStop
2 Q0 CACM-2745 59 0.11210301315736115 tfidf_StemNoStop
2 Q0 CACM-2819 60 0.11171385491655157 tfidf_StemNoStop
2 Q0 CACM-2530 61 0.11078786378702124 tfidf_StemNoStop
2 Q0 CACM-2816 62 0.11066195427880607 tfidf_StemNoStop
2 Q0 CACM-1063 63 0.11012682898014371 tfidf_StemNoStop
2 Q0 CACM-1490 64 0.11012682898014371 tfidf_StemNoStop
2 Q0 CACM-2397 65 0.10985619545332308 tfidf_StemNoStop
2 Q0 CACM-1311 66 0.10979748763637086 tfidf_StemNoStop
2 Q0 CACM-31 67 0.10956234831804641 tfidf_StemNoStop
2 Q0 CACM-3134 68 0.10928421403493116 tfidf_StemNoStop
2 Q0 CACM-797 69 0.10903352174167752 tfidf_StemNoStop
2 Q0 CACM-1782 70 0.10859598651261228 tfidf_StemNoStop
2 Q0 CACM-3032 71 0.10858984284392928 tfidf_StemNoStop
2 Q0 CACM-1066 72 0.10826397746502346 tfidf_StemNoStop
2 Q0 CACM-2585 73 0.10785873399178025 tfidf_StemNoStop
2 Q0 CACM-120 74 0.10774589970443312 tfidf_StemNoStop
2 Q0 CACM-1444 75 0.10764649499410445 tfidf_StemNoStop
2 Q0 CACM-3171 76 0.10695940281180229 tfidf_StemNoStop
2 Q0 CACM-1085 77 0.10668536557451422 tfidf_StemNoStop
2 Q0 CACM-2070 78 0.10668536557451422 tfidf_StemNoStop
2 Q0 CACM-3126 79 0.106309287708374 tfidf_StemNoStop
2 Q0 CACM-622 80 0.10606805078251884 tfidf_StemNoStop
2 Q0 CACM-101 81 0.10550448356552616 tfidf_StemNoStop
2 Q0 CACM-195 82 0.10550448356552616 tfidf_StemNoStop
2 Q0 CACM-2623 83 0.10548126661456905 tfidf_StemNoStop
2 Q0 CACM-124 84 0.10473825518096433 tfidf_StemNoStop
2 Q0 CACM-2701 85 0.10460869389938557 tfidf_StemNoStop
2 Q0 CACM-1886 86 0.10450939945930342 tfidf_StemNoStop
2 Q0 CACM-2592 87 0.1044795087558017 tfidf_StemNoStop
2 Q0 CACM-1431 88 0.104387608293114 tfidf_StemNoStop
2 Q0 CACM-3169 89 0.10427028720993377 tfidf_StemNoStop
2 Q0 CACM-2339 90 0.10416973468805747 tfidf_StemNoStop
2 Q0 CACM-2900 91 0.10339406630900995 tfidf_StemNoStop
2 Q0 CACM-113 92 0.1017364662953288 tfidf_StemNoStop
2 Q0 CACM-1095 93 0.1017364662953288 tfidf_StemNoStop
2 Q0 CACM-2836 94 0.1016264475575878 tfidf_StemNoStop
2 Q0 CACM-2064 95 0.10155582878779593 tfidf_StemNoStop
2 Q0 CACM-961 96 0.1010089153976397 tfidf_StemNoStop
2 Q0 CACM-1267 97 0.1009495932317984 tfidf_StemNoStop
2 Q0 CACM-2716 98 0.10083215610173588 tfidf_StemNoStop
2 Q0 CACM-2892 99 0.10041783312997817 tfidf_StemNoStop

For query : parallel algorithm

3 Q0 CACM-2714 1 0.15093769117826816 tfidf_StemNoStop
3 Q0 CACM-2664 2 0.14957997779841778 tfidf_StemNoStop
3 Q0 CACM-2973 3 0.14671259573462633 tfidf_StemNoStop
3 Q0 CACM-141 4 0.13355355160573015 tfidf_StemNoStop
3 Q0 CACM-2266 5 0.1332052410977054 tfidf_StemNoStop
3 Q0 CACM-950 6 0.13088470450234801 tfidf_StemNoStop
3 Q0 CACM-1262 7 0.12894825672277394 tfidf_StemNoStop
3 Q0 CACM-1302 8 0.12464998149868148 tfidf_StemNoStop
3 Q0 CACM-392 9 0.12464998149868148 tfidf_StemNoStop
3 Q0 CACM-2433 10 0.12015434740779962 tfidf_StemNoStop
3 Q0 CACM-2785 11 0.11987282769871876 tfidf_StemNoStop
3 Q0 CACM-2685 12 0.11934572696682269 tfidf_StemNoStop
3 Q0 CACM-1158 13 0.11871426809398236 tfidf_StemNoStop
3 Q0 CACM-2700 14 0.11331816499880135 tfidf_StemNoStop
3 Q0 CACM-1811 15 0.10225193794813715 tfidf_StemNoStop
3 Q0 CACM-371 16 0.10206949662377127 tfidf_StemNoStop
3 Q0 CACM-3156 17 0.099286668088914 tfidf_StemNoStop
3 Q0 CACM-199 18 0.09421799688348119 tfidf_StemNoStop
3 Q0 CACM-1795 19 0.09120730353562059 tfidf_StemNoStop
3 Q0 CACM-2430 20 0.09072844144335224 tfidf_StemNoStop
3 Q0 CACM-3075 21 0.09054963018439524 tfidf_StemNoStop
3 Q0 CACM-2660 22 0.08696510337117312 tfidf_StemNoStop
3 Q0 CACM-2509 23 0.08447130755070727 tfidf_StemNoStop
3 Q0 CACM-2090 24 0.08165559729901702 tfidf_StemNoStop
3 Q0 CACM-2401 25 0.08135813246340383 tfidf_StemNoStop
3 Q0 CACM-1990 26 0.07655212246782846 tfidf_StemNoStop
3 Q0 CACM-1560 27 0.07655212246782846 tfidf_StemNoStop
3 Q0 CACM-1559 28 0.07655212246782846 tfidf_StemNoStop
3 Q0 CACM-1367 29 0.07631631520327437 tfidf_StemNoStop
3 Q0 CACM-2510 30 0.07423236118092456 tfidf_StemNoStop
3 Q0 CACM-1828 31 0.07022534168939802 tfidf_StemNoStop
3 Q0 CACM-2520 32 0.0668091250628321 tfidf_StemNoStop
3 Q0 CACM-2472 33 0.06620724105325705 tfidf_StemNoStop
3 Q0 CACM-2283 34 0.06532447783921362 tfidf_StemNoStop
3 Q0 CACM-2557 35 0.06495397648810555 tfidf_StemNoStop
3 Q0 CACM-2289 36 0.0631202622073894 tfidf_StemNoStop
3 Q0 CACM-1569 37 0.061303269589515486 tfidf_StemNoStop
3 Q0 CACM-3059 38 0.0609700996460942 tfidf_StemNoStop
3 Q0 CACM-2896 39 0.058429678827506944 tfidf_StemNoStop
3 Q0 CACM-2490 40 0.05832542664215501 tfidf_StemNoStop
3 Q0 CACM-1863 41 0.05832542664215501 tfidf_StemNoStop
3 Q0 CACM-2030 42 0.05798030577444995 tfidf_StemNoStop
3 Q0 CACM-2895 43 0.057976735580782084 tfidf_StemNoStop
3 Q0 CACM-2146 44 0.05750394175987114 tfidf_StemNoStop
3 Q0 CACM-2851 45 0.05735428596565099 tfidf_StemNoStop
3 Q0 CACM-2195 46 0.05707950593746142 tfidf_StemNoStop
3 Q0 CACM-1954 47 0.056969021371407226 tfidf_StemNoStop
3 Q0 CACM-2223 48 0.056969021371407226 tfidf_StemNoStop
3 Q0 CACM-2464 49 0.056969021371407226 tfidf_StemNoStop
3 Q0 CACM-2570 50 0.05651839512601393 tfidf_StemNoStop
3 Q0 CACM-2419 51 0.055674270885693426 tfidf_StemNoStop
3 Q0 CACM-3151 52 0.055674270885693426 tfidf_StemNoStop
3 Q0 CACM-2884 53 0.055674270885693426 tfidf_StemNoStop
3 Q0 CACM-2630 54 0.0551727008777142 tfidf_StemNoStop
3 Q0 CACM-46 55 0.05459123277314517 tfidf_StemNoStop
3 Q0 CACM-2426 56 0.054437064866011346 tfidf_StemNoStop
3 Q0 CACM-2904 57 0.05268103051549486 tfidf_StemNoStop
3 Q0 CACM-2903 58 0.05134034560716639 tfidf_StemNoStop
3 Q0 CACM-2950 59 0.05103474831188563 tfidf_StemNoStop
3 Q0 CACM-802 60 0.05103474831188563 tfidf_StemNoStop
3 Q0 CACM-1961 61 0.05077031956415566 tfidf_StemNoStop
3 Q0 CACM-2444 62 0.04999322283613287 tfidf_StemNoStop
3 Q0 CACM-1842 63 0.04999322283613287 tfidf_StemNoStop
3 Q0 CACM-1097 64 0.04999322283613287 tfidf_StemNoStop
3 Q0 CACM-2098 65 0.04999322283613287 tfidf_StemNoStop
3 Q0 CACM-2175 66 0.04963937316319174 tfidf_StemNoStop
3 Q0 CACM-565 67 0.04899335837941021 tfidf_StemNoStop
3 Q0 CACM-926 68 0.04899335837941021 tfidf_StemNoStop
3 Q0 CACM-2237 69 0.04899335837941021 tfidf_StemNoStop
3 Q0 CACM-305 70 0.04899335837941021 tfidf_StemNoStop
3 Q0 CACM-306 71 0.04899335837941021 tfidf_StemNoStop
3 Q0 CACM-663 72 0.04899335837941021 tfidf_StemNoStop
3 Q0 CACM-924 73 0.04899335837941021 tfidf_StemNoStop
3 Q0 CACM-843 74 0.04899335837941021 tfidf_StemNoStop
3 Q0 CACM-473 75 0.04899335837941021 tfidf_StemNoStop
3 Q0 CACM-1074 76 0.04899335837941021 tfidf_StemNoStop
3 Q0 CACM-1125 77 0.04899335837941021 tfidf_StemNoStop
3 Q0 CACM-127 78 0.04899335837941021 tfidf_StemNoStop
3 Q0 CACM-709 79 0.04899335837941021 tfidf_StemNoStop
3 Q0 CACM-938 80 0.04899335837941021 tfidf_StemNoStop
3 Q0 CACM-487 81 0.04899335837941021 tfidf_StemNoStop
3 Q0 CACM-2007 82 0.04899335837941021 tfidf_StemNoStop
3 Q0 CACM-686 83 0.04899335837941021 tfidf_StemNoStop
3 Q0 CACM-227 84 0.04899335837941021 tfidf_StemNoStop
3 Q0 CACM-743 85 0.04899335837941021 tfidf_StemNoStop
3 Q0 CACM-1796 86 0.04899335837941021 tfidf_StemNoStop
3 Q0 CACM-2511 87 0.04899335837941021 tfidf_StemNoStop
3 Q0 CACM-427 88 0.04899335837941021 tfidf_StemNoStop
3 Q0 CACM-817 89 0.04899335837941021 tfidf_StemNoStop
3 Q0 CACM-790 90 0.04899335837941021 tfidf_StemNoStop
3 Q0 CACM-2342 91 0.04894632781361838 tfidf_StemNoStop
3 Q0 CACM-1601 92 0.04845159203391328 tfidf_StemNoStop
3 Q0 CACM-2767 93 0.04841240946582037 tfidf_StemNoStop
3 Q0 CACM-2209 94 0.04756636735865069 tfidf_StemNoStop
3 Q0 CACM-212 95 0.047108998441740595 tfidf_StemNoStop
3 Q0 CACM-789 96 0.047108998441740595 tfidf_StemNoStop
3 Q0 CACM-1952 97 0.047108998441740595 tfidf_StemNoStop
3 Q0 CACM-563 98 0.047108998441740595 tfidf_StemNoStop
3 Q0 CACM-1004 99 0.047108998441740595 tfidf_StemNoStop

For query : distribut comput structur and algorithm

4 Q0 CACM-2549 1 0.29679251143790847 tfidf_StemNoStop
4 Q0 CACM-2212 2 0.2937793919332116 tfidf_StemNoStop
4 Q0 CACM-1941 3 0.28752136628755 tfidf_StemNoStop
4 Q0 CACM-1733 4 0.28752136628755 tfidf_StemNoStop
4 Q0 CACM-2914 5 0.2600565776301147 tfidf_StemNoStop
4 Q0 CACM-2276 6 0.24882898989836694 tfidf_StemNoStop
4 Q0 CACM-2090 7 0.24813058606117028 tfidf_StemNoStop
4 Q0 CACM-2649 8 0.24795962072535754 tfidf_StemNoStop
4 Q0 CACM-1778 9 0.24376811489596628 tfidf_StemNoStop
4 Q0 CACM-1431 10 0.20339416298221463 tfidf_StemNoStop
4 Q0 CACM-1569 11 0.19484956648153795 tfidf_StemNoStop
4 Q0 CACM-371 12 0.1946029881994718 tfidf_StemNoStop
4 Q0 CACM-2098 13 0.1858911728460539 tfidf_StemNoStop
4 Q0 CACM-2259 14 0.17519630022158636 tfidf_StemNoStop
4 Q0 CACM-2261 15 0.175124167197092 tfidf_StemNoStop
4 Q0 CACM-2949 16 0.17333744122955524 tfidf_StemNoStop
4 Q0 CACM-2322 17 0.17089837362674667 tfidf_StemNoStop
4 Q0 CACM-711 18 0.16867902721216 tfidf_StemNoStop
4 Q0 CACM-2123 19 0.16774113851002947 tfidf_StemNoStop
4 Q0 CACM-2250 20 0.16500296803458991 tfidf_StemNoStop
4 Q0 CACM-2975 21 0.16474465495835797 tfidf_StemNoStop
4 Q0 CACM-2454 22 0.15837384748620337 tfidf_StemNoStop
4 Q0 CACM-2427 23 0.15458497078375266 tfidf_StemNoStop
4 Q0 CACM-1714 24 0.15458497078375266 tfidf_StemNoStop
4 Q0 CACM-3135 25 0.1535328180619523 tfidf_StemNoStop
4 Q0 CACM-241 26 0.14876565551468232 tfidf_StemNoStop
4 Q0 CACM-2504 27 0.14512699182211153 tfidf_StemNoStop
4 Q0 CACM-2313 28 0.14338181622146629 tfidf_StemNoStop
4 Q0 CACM-1918 29 0.14232292921026002 tfidf_StemNoStop
4 Q0 CACM-2433 30 0.14045460708900487 tfidf_StemNoStop
4 Q0 CACM-3137 31 0.13972461556995114 tfidf_StemNoStop
4 Q0 CACM-2821 32 0.1390362409640289 tfidf_StemNoStop
4 Q0 CACM-1951 33 0.1363240275382851 tfidf_StemNoStop
4 Q0 CACM-2849 34 0.1343838385735024 tfidf_StemNoStop
4 Q0 CACM-1204 35 0.13366187525847603 tfidf_StemNoStop
4 Q0 CACM-2565 36 0.13362429677917603 tfidf_StemNoStop
4 Q0 CACM-2578 37 0.1331799910097226 tfidf_StemNoStop
4 Q0 CACM-2969 38 0.13197573764664616 tfidf_StemNoStop
4 Q0 CACM-1894 39 0.1303875963397029 tfidf_StemNoStop
4 Q0 CACM-1584 40 0.1301238209922377 tfidf_StemNoStop
4 Q0 CACM-1621 41 0.12981123338154835 tfidf_StemNoStop
4 Q0 CACM-3082 42 0.128744236823511 tfidf_StemNoStop
4 Q0 CACM-3131 43 0.12818176219996827 tfidf_StemNoStop
4 Q0 CACM-1716 44 0.12459259205793834 tfidf_StemNoStop
4 Q0 CACM-2813 45 0.12431462257153195 tfidf_StemNoStop
4 Q0 CACM-2685 46 0.1235301928145187 tfidf_StemNoStop
4 Q0 CACM-3084 47 0.123471072999151 tfidf_StemNoStop
4 Q0 CACM-1944 48 0.12057347618510161 tfidf_StemNoStop
4 Q0 CACM-2481 49 0.11916583213541952 tfidf_StemNoStop
4 Q0 CACM-2893 50 0.1189852154897988 tfidf_StemNoStop
4 Q0 CACM-813 51 0.11881509507938165 tfidf_StemNoStop
4 Q0 CACM-2402 52 0.11788024780310948 tfidf_StemNoStop
4 Q0 CACM-1745 53 0.11688065568854696 tfidf_StemNoStop
4 Q0 CACM-1710 54 0.1166743193508632 tfidf_StemNoStop
4 Q0 CACM-2449 55 0.11626341225157111 tfidf_StemNoStop
4 Q0 CACM-2675 56 0.11622548586325535 tfidf_StemNoStop
4 Q0 CACM-3025 57 0.11534871087996218 tfidf_StemNoStop
4 Q0 CACM-2197 58 0.1151167061146758 tfidf_StemNoStop
4 Q0 CACM-2255 59 0.1145105596773408 tfidf_StemNoStop
4 Q0 CACM-2756 60 0.11449258378186392 tfidf_StemNoStop
4 Q0 CACM-409 61 0.1144019594765904 tfidf_StemNoStop
4 Q0 CACM-2490 62 0.1142953843376772 tfidf_StemNoStop
4 Q0 CACM-2114 63 0.11395420789833373 tfidf_StemNoStop
4 Q0 CACM-2285 64 0.11370588551555129 tfidf_StemNoStop
4 Q0 CACM-2812 65 0.11350533135457459 tfidf_StemNoStop
4 Q0 CACM-1844 66 0.11345030259123132 tfidf_StemNoStop
4 Q0 CACM-2686 67 0.11307424767908823 tfidf_StemNoStop
4 Q0 CACM-2426 68 0.11245055539939293 tfidf_StemNoStop
4 Q0 CACM-1862 69 0.1118302736444875 tfidf_StemNoStop
4 Q0 CACM-2004 70 0.11143117905977312 tfidf_StemNoStop
4 Q0 CACM-1546 71 0.11104018989084063 tfidf_StemNoStop
4 Q0 CACM-298 72 0.11058806565809742 tfidf_StemNoStop
4 Q0 CACM-3130 73 0.11027133210286721 tfidf_StemNoStop
4 Q0 CACM-527 74 0.10991501081157681 tfidf_StemNoStop
4 Q0 CACM-2032 75 0.10955100114423705 tfidf_StemNoStop
4 Q0 CACM-3010 76 0.10899933209317555 tfidf_StemNoStop
4 Q0 CACM-1158 77 0.10885496087337898 tfidf_StemNoStop
4 Q0 CACM-2947 78 0.1084505257158243 tfidf_StemNoStop
4 Q0 CACM-1735 79 0.10832231572194043 tfidf_StemNoStop
4 Q0 CACM-2337 80 0.10804059249260356 tfidf_StemNoStop
4 Q0 CACM-3117 81 0.1076925078717978 tfidf_StemNoStop
4 Q0 CACM-2520 82 0.10718737593222868 tfidf_StemNoStop
4 Q0 CACM-3197 83 0.1066813534914878 tfidf_StemNoStop
4 Q0 CACM-2822 84 0.10666558061927103 tfidf_StemNoStop
4 Q0 CACM-3043 85 0.10661021805375306 tfidf_StemNoStop
4 Q0 CACM-2216 86 0.10606919596782118 tfidf_StemNoStop
4 Q0 CACM-1081 87 0.10591473801693768 tfidf_StemNoStop
4 Q0 CACM-2485 88 0.10554973042045593 tfidf_StemNoStop
4 Q0 CACM-2954 89 0.10526800760131318 tfidf_StemNoStop
4 Q0 CACM-3148 90 0.10500104821644896 tfidf_StemNoStop
4 Q0 CACM-2553 91 0.10466547733212311 tfidf_StemNoStop
4 Q0 CACM-2932 92 0.10455596424451791 tfidf_StemNoStop
